awayAbbrev,homeAbbrev,est,id
CGY,NYR,2025 March 18 19:00:00,2024021079
NYI,PIT,2025 March 18 19:00:00,2024021080
DET,WSH,2025 March 18 19:00:00,2024021081
STL,NSH,2025 March 18 20:00:00,2024021082
ANA,DAL,2025 March 18 20:00:00,2024021083
SEA,CHI,2025 March 18 20:30:00,2024021084
UTA,EDM,2025 March 18 21:00:00,2024021085
WPG,VAN,2025 March 18 22:00:00,2024021086
COL,TOR,2025 March 19 19:00:00,2024021087
SEA,MIN,2025 March 19 21:30:00,2024021088
COL,OTT,2025 March 20 19:00:00,2024021089
CGY,NJD,2025 March 20 19:00:00,2024021090
TOR,NYR,2025 March 20 19:00:00,2024021091
PHI,WSH,2025 March 20 19:00:00,2024021092
FLA,CBJ,2025 March 20 19:00:00,2024021093
MTL,NYI,2025 March 20 19:30:00,2024021094
VAN,STL,2025 March 20 19:30:00,2024021095
ANA,NSH,2025 March 20 20:00:00,2024021096
TBL,DAL,2025 March 20 20:00:00,2024021097
LAK,CHI,2025 March 20 20:30:00,2024021098
WPG,EDM,2025 March 20 21:00:00,2024021099
BUF,UTA,2025 March 20 21:00:00,2024021100
BOS,VGK,2025 March 20 22:00:00,2024021101
CAR,SJS,2025 March 20 22:30:00,2024021102
CBJ,PIT,2025 March 21 19:00:00,2024021103
VAN,NYR,2025 March 22 13:00:00,2024021104
PHI,DAL,2025 March 22 14:00:00,2024021105
BUF,MIN,2025 March 22 14:00:00,2024021106
CHI,STL,2025 March 22 15:00:00,2024021107
CGY,NYI,2025 March 22 16:00:00,2024021108
CAR,LAK,2025 March 22 16:00:00,2024021109
FLA,WSH,2025 March 22 17:00:00,2024021110
TBL,UTA,2025 March 22 17:00:00,2024021111
COL,MTL,2025 March 22 19:00:00,2024021112
OTT,NJD,2025 March 22 19:00:00,2024021113
TOR,NSH,2025 March 22 19:00:00,2024021114
DET,VGK,2025 March 22 20:00:00,2024021115
SEA,EDM,2025 March 22 22:00:00,2024021116
BOS,SJS,2025 March 22 22:30:00,2024021117
PHI,CHI,2025 March 23 15:00:00,2024021118
BUF,WPG,2025 March 23 15:00:00,2024021119
PIT,FLA,2025 March 23 18:00:00,2024021120
NSH,STL,2025 March 23 18:00:00,2024021121
TBL,VGK,2025 March 23 20:00:00,2024021122
CAR,ANA,2025 March 23 20:00:00,2024021123
BOS,LAK,2025 March 23 21:00:00,2024021124
VAN,NJD,2025 March 24 19:30:00,2024021125
CBJ,NYI,2025 March 24 19:30:00,2024021126
MIN,DAL,2025 March 24 20:00:00,2024021127
DET,UTA,2025 March 24 21:00:00,2024021128
OTT,BUF,2025 March 25 19:00:00,2024021129
PHI,TOR,2025 March 25 19:00:00,2024021130
PIT,TBL,2025 March 25 19:00:00,2024021131
NSH,CAR,2025 March 25 19:00:00,2024021132
MTL,STL,2025 March 25 20:00:00,2024021133
VGK,MIN,2025 March 25 20:00:00,2024021134
WSH,WPG,2025 March 25 20:00:00,2024021135
DET,COL,2025 March 25 21:00:00,2024021136
SEA,CGY,2025 March 25 21:00:00,2024021137
NYR,LAK,2025 March 25 22:30:00,2024021138
VAN,NYI,2025 March 26 19:30:00,2024021139
NJD,CHI,2025 March 26 19:30:00,2024021140
DAL,EDM,2025 March 26 22:00:00,2024021141
BOS,ANA,2025 March 26 22:00:00,2024021142
PIT,BUF,2025 March 27 19:00:00,2024021143
OTT,DET,2025 March 27 19:00:00,2024021144
UTA,TBL,2025 March 27 19:00:00,2024021145
MTL,PHI,2025 March 27 19:00:00,2024021146
STL,NSH,2025 March 27 20:00:00,2024021147
WSH,MIN,2025 March 27 19:30:00,2024021148
LAK,COL,2025 March 27 22:00:00,2024021149
DAL,CGY,2025 March 27 21:00:00,2024021150
EDM,SEA,2025 March 27 22:00:00,2024021151
TOR,SJS,2025 March 27 22:30:00,2024021152
UTA,FLA,2025 March 28 19:00:00,2024021153
MTL,CAR,2025 March 28 19:00:00,2024021154
VAN,CBJ,2025 March 28 19:00:00,2024021155
NJD,WPG,2025 March 28 20:00:00,2024021156
VGK,CHI,2025 March 28 20:30:00,2024021157
NYR,ANA,2025 March 28 22:00:00,2024021158
BUF,PHI,2025 March 29 13:00:00,2024021159
NYI,TBL,2025 March 29 14:00:00,2024021160
STL,COL,2025 March 29 16:30:00,2024021161
NJD,MIN,2025 March 29 18:00:00,2024021162
VGK,NSH,2025 March 29 18:30:00,2024021163
CBJ,OTT,2025 March 29 19:00:00,2024021164
TOR,LAK,2025 March 29 19:00:00,2024021165
BOS,DET,2025 March 29 20:00:00,2024021166
CGY,EDM,2025 March 29 22:00:00,2024021167
NYR,SJS,2025 March 29 22:30:00,2024021168
DAL,SEA,2025 March 29 22:30:00,2024021169
MTL,FLA,2025 March 30 13:00:00,2024021170
BUF,WSH,2025 March 30 15:00:00,2024021171
VAN,WPG,2025 March 30 15:00:00,2024021172
UTA,CHI,2025 March 30 16:00:00,2024021173
OTT,PIT,2025 March 30 17:00:00,2024021174
NYI,CAR,2025 March 30 17:00:00,2024021175
TOR,ANA,2025 March 30 20:00:00,2024021176
SJS,LAK,2025 March 30 22:00:00,2024021177
MIN,NJD,2025 March 31 19:00:00,2024021178
NSH,PHI,2025 March 31 19:00:00,2024021179
CGY,COL,2025 March 31 20:30:00,2024021180
DAL,SEA,2025 March 31 22:00:00,2024021181
WSH,BOS,2025 April 01 19:00:00,2024021182
FLA,MTL,2025 April 01 19:00:00,2024021183
BUF,OTT,2025 April 01 19:00:00,2024021184
NSH,CBJ,2025 April 01 19:00:00,2024021185
TBL,NYI,2025 April 01 19:30:00,2024021186
DET,STL,2025 April 01 20:00:00,2024021187
CGY,UTA,2025 April 01 21:00:00,2024021188
EDM,VGK,2025 April 01 22:00:00,2024021189
SJS,ANA,2025 April 01 22:00:00,2024021190
WPG,LAK,2025 April 01 22:30:00,2024021191
MIN,NYR,2025 April 02 19:00:00,2024021192
WSH,CAR,2025 April 02 19:00:00,2024021193
FLA,TOR,2025 April 02 19:30:00,2024021194
COL,CHI,2025 April 02 21:30:00,2024021195
SEA,VAN,2025 April 02 22:30:00,2024021196
BOS,MTL,2025 April 03 19:00:00,2024021197
TBL,OTT,2025 April 03 19:00:00,2024021198
COL,CBJ,2025 April 03 19:30:00,2024021199
PIT,STL,2025 April 03 20:00:00,2024021200
NSH,DAL,2025 April 03 20:00:00,2024021201
LAK,UTA,2025 April 03 21:00:00,2024021202
ANA,CGY,2025 April 03 21:30:00,2024021203
WPG,VGK,2025 April 03 22:00:00,2024021204
EDM,SJS,2025 April 03 22:30:00,2024021205
CAR,DET,2025 April 04 19:00:00,2024021206
CHI,WSH,2025 April 04 19:00:00,2024021207
MIN,NYI,2025 April 04 19:30:00,2024021208
NYR,NJD,2025 April 05 12:30:00,2024021209
FLA,OTT,2025 April 05 14:00:00,2024021210
PIT,DAL,2025 April 05 15:00:00,2024021211
ANA,VAN,2025 April 05 16:00:00,2024021212
EDM,LAK,2025 April 05 16:00:00,2024021213
CAR,BOS,2025 April 05 19:00:00,2024021214
TBL,BUF,2025 April 05 19:00:00,2024021215
CBJ,TOR,2025 April 05 19:00:00,2024021216
PHI,MTL,2025 April 05 19:00:00,2024021217
COL,STL,2025 April 05 19:00:00,2024021218
WPG,UTA,2025 April 05 19:00:00,2024021219
VGK,CGY,2025 April 05 22:00:00,2024021220
SEA,SJS,2025 April 05 22:00:00,2024021221
WSH,NYI,2025 April 06 12:30:00,2024021222
DAL,MIN,2025 April 06 15:00:00,2024021223
CBJ,OTT,2025 April 06 17:00:00,2024021224
FLA,DET,2025 April 06 17:30:00,2024021225
BOS,BUF,2025 April 06 18:00:00,2024021226
PIT,CHI,2025 April 06 18:00:00,2024021227
MTL,NSH,2025 April 06 19:00:00,2024021228
VGK,VAN,2025 April 06 22:00:00,2024021229
TBL,NYR,2025 April 07 19:00:00,2024021230
STL,WPG,2025 April 07 19:30:00,2024021231
EDM,ANA,2025 April 07 22:30:00,2024021232
SEA,LAK,2025 April 07 22:30:00,2024021233
CGY,SJS,2025 April 07 22:30:00,2024021234
CAR,BUF,2025 April 08 19:00:00,2024021235
DET,MTL,2025 April 08 19:00:00,2024021236
TOR,FLA,2025 April 08 19:00:00,2024021237
BOS,NJD,2025 April 08 19:00:00,2024021238
OTT,CBJ,2025 April 08 19:00:00,2024021239
CHI,PIT,2025 April 08 19:00:00,2024021240
NYI,NSH,2025 April 08 20:00:00,2024021241
VAN,DAL,2025 April 08 20:00:00,2024021242
SEA,UTA,2025 April 08 21:00:00,2024021243
VGK,COL,2025 April 08 21:30:00,2024021244
TOR,TBL,2025 April 09 19:00:00,2024021245
PHI,NYR,2025 April 09 19:30:00,2024021246
SJS,MIN,2025 April 09 20:00:00,2024021247
STL,EDM,2025 April 09 22:00:00,2024021248
CGY,ANA,2025 April 09 22:00:00,2024021249
CHI,BOS,2025 April 10 19:00:00,2024021250
DET,FLA,2025 April 10 19:00:00,2024021251
CAR,WSH,2025 April 10 19:30:00,2024021252
BUF,CBJ,2025 April 10 19:00:00,2024021253
NYR,NYI,2025 April 10 19:30:00,2024021254
WPG,DAL,2025 April 10 20:00:00,2024021255
VAN,COL,2025 April 10 21:00:00,2024021256
NSH,UTA,2025 April 10 21:00:00,2024021257
SEA,VGK,2025 April 10 22:00:00,2024021258
ANA,LAK,2025 April 10 22:00:00,2024021259
MTL,OTT,2025 April 11 19:00:00,2024021260
DET,TBL,2025 April 11 19:00:00,2024021261
PIT,NJD,2025 April 11 19:00:00,2024021262
SJS,EDM,2025 April 11 21:30:00,2024021263
MIN,CGY,2025 April 11 22:00:00,2024021264
NYI,PHI,2025 April 12 12:30:00,2024021265
NYR,CAR,2025 April 12 15:00:00,2024021266
COL,LAK,2025 April 12 16:00:00,2024021267
BUF,FLA,2025 April 12 18:00:00,2024021268
MTL,TOR,2025 April 12 19:00:00,2024021269
WSH,CBJ,2025 April 12 12:30:00,2024021270
WPG,CHI,2025 April 12 19:00:00,2024021271
UTA,DAL,2025 April 12 20:00:00,2024021272
MIN,VAN,2025 April 12 22:00:00,2024021273
NSH,VGK,2025 April 12 22:00:00,2024021274
STL,SEA,2025 April 12 22:00:00,2024021275
PHI,OTT,2025 April 13 13:00:00,2024021276
NYI,NJD,2025 April 13 13:00:00,2024021277
BOS,PIT,2025 April 13 15:30:00,2024021278
TOR,CAR,2025 April 13 17:00:00,2024021279
BUF,TBL,2025 April 13 18:00:00,2024021280
CBJ,WSH,2025 April 13 18:00:00,2024021281
EDM,WPG,2025 April 13 19:00:00,2024021282
SJS,CGY,2025 April 13 20:00:00,2024021283
COL,ANA,2025 April 13 22:00:00,2024021284
CHI,MTL,2025 April 14 19:00:00,2024021285
DAL,DET,2025 April 14 19:00:00,2024021286
NYR,FLA,2025 April 14 19:00:00,2024021287
UTA,NSH,2025 April 14 20:00:00,2024021288
LAK,EDM,2025 April 14 22:00:00,2024021289
SJS,VAN,2025 April 14 22:00:00,2024021290
NJD,BOS,2025 April 15 19:00:00,2024021291
TOR,BUF,2025 April 15 19:00:00,2024021292
CHI,OTT,2025 April 15 19:00:00,2024021293
FLA,TBL,2025 April 15 19:30:00,2024021294
CBJ,PHI,2025 April 15 19:00:00,2024021295
WSH,NYI,2025 April 15 19:30:00,2024021296
UTA,STL,2025 April 15 20:00:00,2024021297
ANA,MIN,2025 April 15 20:00:00,2024021298
VGK,CGY,2025 April 15 21:00:00,2024021299
LAK,SEA,2025 April 15 22:30:00,2024021300
CAR,MTL,2025 April 16 19:00:00,2024021301
ANA,WPG,2025 April 16 19:00:00,2024021302
DET,NJD,2025 April 16 19:30:00,2024021303
DAL,NSH,2025 April 16 20:00:00,2024021304
VGK,VAN,2025 April 16 22:00:00,2024021305
EDM,SJS,2025 April 16 22:30:00,2024021306
PHI,BUF,2025 April 17 19:00:00,2024021307
DET,TOR,2025 April 17 19:00:00,2024021308
CAR,OTT,2025 April 17 19:00:00,2024021309
TBL,NYR,2025 April 17 19:00:00,2024021310
WSH,PIT,2025 April 17 19:00:00,2024021311
NYI,CBJ,2025 April 17 19:00:00,2024021312
OTT,TOR,2025 April 20 19:00:00,2024030111
OTT,TOR,2025 April 22 19:30:00,2024030112
TOR,OTT,2025 April 24 19:00:00,2024030113
TOR,OTT,2025 April 26 19:00:00,2024030114
OTT,TOR,2025 April 29 12:00:00,2024030115
TOR,OTT,2025 May 01 12:00:00,2024030116
OTT,TOR,2025 May 03 12:00:00,2024030117
FLA,TBL,2025 April 22 20:30:00,2024030121
FLA,TBL,2025 April 24 18:30:00,2024030122
TBL,FLA,2025 April 26 13:00:00,2024030123
TBL,FLA,2025 April 28 19:00:00,2024030124
FLA,TBL,2025 April 30 12:00:00,2024030125
TBL,FLA,2025 May 02 12:00:00,2024030126
FLA,TBL,2025 May 04 12:00:00,2024030127
MTL,WSH,2025 April 21 19:00:00,2024030131
MTL,WSH,2025 April 23 19:00:00,2024030132
WSH,MTL,2025 April 25 19:00:00,2024030133
WSH,MTL,2025 April 27 18:30:00,2024030134
MTL,WSH,2025 April 30 12:00:00,2024030135
WSH,MTL,2025 May 02 12:00:00,2024030136
MTL,WSH,2025 May 04 12:00:00,2024030137
NJD,CAR,2025 April 20 15:00:00,2024030141
NJD,CAR,2025 April 22 18:00:00,2024030142
CAR,NJD,2025 April 25 20:00:00,2024030143
CAR,NJD,2025 April 27 15:30:00,2024030144
NJD,CAR,2025 April 29 12:00:00,2024030145
CAR,NJD,2025 May 02 12:00:00,2024030146
NJD,CAR,2025 May 04 12:00:00,2024030147
STL,WPG,2025 April 19 18:00:00,2024030151
STL,WPG,2025 April 21 19:30:00,2024030152
WPG,STL,2025 April 24 21:30:00,2024030153
WPG,STL,2025 April 27 13:00:00,2024030154
STL,WPG,2025 April 30 12:00:00,2024030155
WPG,STL,2025 May 02 12:00:00,2024030156
STL,WPG,2025 May 04 12:00:00,2024030157
COL,DAL,2025 April 19 20:30:00,2024030161
COL,DAL,2025 April 21 21:30:00,2024030162
DAL,COL,2025 April 23 21:30:00,2024030163
DAL,COL,2025 April 26 21:30:00,2024030164
COL,DAL,2025 April 28 21:30:00,2024030165
DAL,COL,2025 May 01 12:00:00,2024030166
COL,DAL,2025 May 03 12:00:00,2024030167
MIN,VGK,2025 April 20 22:00:00,2024030171
MIN,VGK,2025 April 22 23:00:00,2024030172
VGK,MIN,2025 April 24 21:00:00,2024030173
VGK,MIN,2025 April 26 16:00:00,2024030174
MIN,VGK,2025 April 29 12:00:00,2024030175
VGK,MIN,2025 May 01 12:00:00,2024030176
MIN,VGK,2025 May 03 12:00:00,2024030177
EDM,LAK,2025 April 21 22:00:00,2024030181
EDM,LAK,2025 April 23 22:00:00,2024030182
LAK,EDM,2025 April 25 22:00:00,2024030183
LAK,EDM,2025 April 27 21:30:00,2024030184
EDM,LAK,2025 April 29 12:00:00,2024030185
LAK,EDM,2025 May 01 12:00:00,2024030186
EDM,LAK,2025 May 03 12:00:00,2024030187
