,lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
1601,847639384788748479772,2024,Cousins/Gaudette/Macewen,OTT,line,5on5,16,5953.0,58.0,0.53,0.55,0.52,50.89,4.56,3.16,13.1,1.73,27.57,19.89,4.32,4.48,4.24,51.0,19.0,41.0,111.0,4.0,3.0,0.0,10.0,0.0,27.0,26.0,47.0,66.0,8.0,19.0,43.0,66.0,8.0,25.0,56.0,6.0,8.0,1.57,0.77,2.21,2.0,0.0,2.0,109.93,70.0,68.72,5.0,0.65,0.77,0.77,4.44,4.38,4.24,48.42,4.0,2.9,12.38,1.62,25.49,18.61,3.97,3.93,3.9,47.0,18.0,25.0,90.0,2.0,3.0,0.0,12.0,0.0,18.0,30.0,45.0,63.0,8.0,19.0,44.0,65.0,7.0,34.0,48.0,13.0,4.0,1.26,1.81,0.93,2.0,0.0,0.0,88.94,65.0,64.61,16.0,0.6,0.55,0.55,4.05,4.02,4.01
1602,847643884774028480023,2024,Saad/Thomas/Buchnevich,STL,line,5on5,9,4394.0,39.0,0.54,0.51,0.5,49.59,5.1,3.25,12.38,1.61,25.84,18.82,4.91,5.16,4.97,43.0,24.0,28.0,95.0,4.0,6.0,0.0,8.0,0.0,19.0,30.0,39.0,63.0,3.0,6.0,50.0,12.0,1.0,29.0,47.0,12.0,8.0,1.3,1.46,2.33,2.0,1.0,1.0,96.67,67.0,67.15,10.0,0.67,1.38,1.31,4.47,4.53,4.42,48.22,4.39,3.1,11.92,1.69,25.38,19.53,4.19,4.3,4.11,49.0,17.0,25.0,91.0,7.0,8.0,0.0,9.0,0.0,18.0,24.0,42.0,59.0,3.0,6.0,23.0,24.0,5.0,22.0,47.0,15.0,4.0,1.36,1.97,1.06,3.0,4.0,0.0,87.97,66.0,64.74,13.0,0.64,1.58,1.58,3.45,3.4,3.33
1603,84821118482964,2024,Xhekaj/Barron,MTL,pairing,5on5,12,2068.0,93.0,0.39,0.39,0.37,13.46,1.24,0.92,3.11,0.44,6.72,5.57,1.2,1.25,1.21,16.0,2.0,10.0,28.0,1.0,2.0,0.0,2.0,0.0,6.0,7.0,15.0,17.0,5.0,10.0,9.0,25.0,4.0,6.0,13.0,5.0,0.0,0.44,0.8,0.0,1.0,0.0,0.0,28.83,18.0,18.56,6.0,0.2,0.2,0.2,1.23,1.24,1.21,21.96,1.91,1.49,5.8,0.77,12.31,8.71,1.83,1.92,1.83,20.0,11.0,12.0,43.0,1.0,3.0,0.0,5.0,0.0,14.0,8.0,19.0,30.0,3.0,6.0,21.0,14.0,1.0,9.0,25.0,2.0,4.0,0.68,0.21,1.02,1.0,0.0,0.0,42.7,31.0,30.77,4.0,0.31,0.59,0.59,1.63,1.63,1.59
1604,84801458481572,2024,Heinola/Pionk,WPG,pairing,5on5,11,1102.0,77.0,0.18,0.44,0.35,4.31,0.35,0.31,1.33,0.23,2.84,1.93,0.34,0.34,0.33,1.0,6.0,7.0,14.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,6.0,1.0,5.0,7.0,7.0,0.0,2.0,6.0,1.0,0.0,0.18,0.17,0.0,1.0,0.0,0.0,14.12,7.0,6.96,1.0,0.06,0.17,0.17,0.25,0.24,0.24,9.8,1.63,0.69,2.55,0.41,4.52,3.2,1.58,1.65,1.6,9.0,4.0,5.0,18.0,0.0,3.0,0.0,0.0,0.0,3.0,7.0,9.0,13.0,1.0,5.0,4.0,12.0,3.0,3.0,3.0,6.0,4.0,0.04,0.54,1.06,0.0,0.0,0.0,17.85,13.0,13.18,1.0,0.14,0.86,0.86,0.92,0.94,0.94
1605,84757188481607,2024,Johansson/Holl,DET,pairing,5on5,11,3793.0,58.0,0.45,0.45,0.46,25.48,2.04,1.7,6.11,0.83,15.23,11.08,1.88,2.1,1.93,21.0,16.0,16.0,53.0,2.0,2.0,0.0,2.0,0.0,13.0,18.0,19.0,35.0,3.0,6.0,25.0,17.0,9.0,24.0,30.0,5.0,2.0,0.94,0.52,0.58,1.0,1.0,0.0,52.37,37.0,36.89,15.0,0.35,0.58,0.58,1.82,1.83,1.78,31.77,2.54,2.03,8.16,1.23,17.23,12.79,2.52,2.63,2.6,33.0,11.0,20.0,64.0,2.0,4.0,0.0,10.0,0.0,15.0,13.0,31.0,42.0,4.0,8.0,34.0,35.0,2.0,15.0,35.0,6.0,3.0,1.04,0.75,0.76,1.0,1.0,0.0,66.45,44.0,45.22,8.0,0.42,0.6,0.62,2.34,2.44,2.42
1606,84747168480990,2024,Chisholm/Spurgeon,MIN,pairing,5on5,29,21153.0,81.0,0.51,0.52,0.53,181.65,13.11,11.16,49.05,6.45,101.48,73.75,12.53,12.94,12.36,167.0,88.0,87.0,342.0,12.0,20.0,3.0,31.0,0.0,80.0,112.0,155.0,243.0,19.0,47.0,150.0,131.0,32.0,86.0,204.0,40.0,11.0,5.08,4.74,3.3,4.0,8.0,0.0,339.87,255.0,253.43,40.0,2.3,4.01,4.14,11.28,11.21,11.02,162.54,12.56,10.4,40.33,5.44,90.97,67.29,12.13,12.75,12.31,158.0,69.0,88.0,315.0,10.0,14.0,1.0,28.0,0.0,64.0,111.0,148.0,217.0,17.0,46.0,172.0,137.0,39.0,95.0,179.0,40.0,8.0,4.96,4.94,2.65,5.0,4.0,1.0,320.67,227.0,230.79,42.0,2.14,3.08,3.08,11.61,11.8,11.64
1607,84752088483482,2024,Dumoulin/Luneau,ANA,pairing,5on5,5,664.0,32.0,0.15,0.33,0.29,2.81,0.11,0.15,0.8,0.08,1.68,1.19,0.11,0.1,0.1,0.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,5.0,3.0,4.0,1.0,3.0,4.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,5.83,4.0,3.88,1.0,0.03,0.0,0.0,0.14,0.13,0.13,7.75,0.64,0.51,1.72,0.24,3.83,3.06,0.64,0.62,0.61,7.0,3.0,2.0,12.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,6.0,9.0,1.0,5.0,4.0,5.0,1.0,1.0,8.0,1.0,1.0,0.34,0.1,0.2,0.0,1.0,0.0,11.83,10.0,9.87,0.0,0.1,0.2,0.2,0.55,0.53,0.53
1608,84784688478851,2024,Lauzon/Carrier,NSH,pairing,5on5,22,14572.0,48.0,0.4,0.46,0.43,97.91,7.1,5.87,26.16,3.22,52.88,38.78,6.93,7.04,6.87,83.0,51.0,63.0,197.0,4.0,6.0,0.0,20.0,0.0,44.0,60.0,79.0,130.0,19.0,47.0,150.0,158.0,22.0,65.0,104.0,22.0,8.0,2.34,2.63,2.13,1.0,3.0,0.0,194.35,134.0,132.5,35.0,1.21,1.28,1.55,6.75,6.66,6.57,126.57,10.55,8.1,32.76,4.45,68.52,50.64,10.32,10.58,10.36,117.0,58.0,58.0,233.0,10.0,9.0,2.0,22.0,0.0,59.0,75.0,107.0,165.0,16.0,43.0,127.0,104.0,20.0,59.0,136.0,29.0,10.0,4.13,3.43,2.98,5.0,2.0,3.0,234.9,175.0,176.81,24.0,1.69,1.92,1.92,10.31,10.34,10.13
1609,847934384808498482699,2024,Keller/Hayton/Guenther,UTA,line,5on5,16,823.0,216.0,0.7,0.63,0.67,8.38,0.55,0.48,2.13,0.3,4.93,3.59,0.53,0.51,0.49,7.0,5.0,5.0,17.0,0.0,1.0,0.0,2.0,0.0,5.0,4.0,7.0,12.0,1.0,2.0,5.0,3.0,1.0,9.0,10.0,2.0,0.0,0.35,0.2,0.0,0.0,0.0,0.0,15.38,12.0,11.09,4.0,0.1,0.1,0.1,0.55,0.51,0.5,4.08,0.24,0.23,1.06,0.14,2.5,1.83,0.23,0.24,0.24,5.0,1.0,4.0,10.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,5.0,6.0,1.0,2.0,7.0,8.0,0.0,5.0,6.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,9.87,6.0,6.12,2.0,0.05,0.0,0.0,0.28,0.29,0.29
1610,847795184793438480849,2024,Schmaltz/Hayton/Keller,UTA,line,5on5,43,21180.0,189.0,0.58,0.59,0.59,213.46,20.08,14.06,52.39,7.18,117.47,84.82,19.13,20.37,19.41,199.0,97.0,114.0,410.0,17.0,29.0,3.0,43.0,0.0,101.0,106.0,182.0,279.0,34.0,82.0,192.0,49.0,31.0,123.0,210.0,67.0,19.0,6.5,8.37,5.2,3.0,12.0,2.0,416.79,296.0,300.75,48.0,2.93,5.08,5.08,17.91,18.23,17.89,154.96,14.78,9.84,38.18,5.1,79.55,60.56,14.35,14.56,14.14,143.0,65.0,81.0,289.0,11.0,17.0,1.0,30.0,0.0,71.0,79.0,132.0,197.0,31.0,71.0,198.0,144.0,32.0,93.0,150.0,40.0,18.0,4.79,5.06,4.94,4.0,7.0,0.0,286.91,208.0,206.47,49.0,2.06,3.73,3.73,13.11,12.9,12.65
1611,84768698482482,2024,Skjei/Wilsby,NSH,pairing,5on5,14,1009.0,100.0,0.53,0.63,0.56,6.08,0.43,0.43,1.69,0.21,3.67,2.57,0.42,0.44,0.43,7.0,2.0,6.0,15.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,7.0,9.0,0.0,0.0,6.0,5.0,0.0,2.0,8.0,1.0,0.0,0.23,0.2,0.0,0.0,0.0,0.0,14.89,9.0,9.03,0.0,0.09,0.2,0.2,0.32,0.32,0.32,4.77,0.38,0.3,1.04,0.18,2.88,2.22,0.38,0.37,0.37,5.0,2.0,2.0,9.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,5.0,7.0,0.0,0.0,1.0,5.0,0.0,2.0,6.0,1.0,0.0,0.27,0.11,0.0,0.0,0.0,0.0,9.09,7.0,7.06,2.0,0.06,0.0,0.0,0.44,0.43,0.43
1612,847418984753438479520,2024,Eller/Dowd/Duhaime,WSH,line,5on5,11,706.0,104.0,0.25,0.56,0.5,4.55,0.07,0.16,1.22,0.13,2.37,2.05,0.07,0.08,0.07,5.0,1.0,3.0,9.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,5.0,6.0,0.0,0.0,8.0,10.0,0.0,4.0,6.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,9.12,6.0,6.24,3.0,0.03,0.0,0.0,0.1,0.11,0.11,4.41,0.21,0.23,1.35,0.14,2.02,2.05,0.21,0.21,0.21,3.0,3.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,6.0,0.0,0.0,7.0,6.0,0.0,2.0,5.0,1.0,0.0,0.09,0.12,0.0,0.0,0.0,0.0,6.92,6.0,5.87,1.0,0.05,0.0,0.0,0.26,0.25,0.25
1613,847345384764798479675,2024,Moore/Danault/Lewis,LAK,line,5on5,6,639.0,50.0,0.58,0.52,0.67,7.33,0.74,0.52,1.83,0.26,3.96,2.7,0.71,0.72,0.7,4.0,6.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,4.0,10.0,0.0,0.0,10.0,3.0,0.0,1.0,6.0,3.0,1.0,0.15,0.38,0.21,0.0,0.0,0.0,10.8,10.0,9.75,0.0,0.11,0.21,0.21,0.64,0.64,0.63,4.02,0.54,0.35,0.98,0.12,1.73,1.28,0.53,0.54,0.53,4.0,1.0,5.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,5.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.03,0.29,0.23,0.0,0.0,0.0,9.64,5.0,5.03,0.0,0.08,0.0,0.0,0.61,0.61,0.61
1614,84769028483425,2024,Lindell/Bichsel,DAL,pairing,5on5,11,1909.0,85.0,0.39,0.49,0.58,11.25,0.67,0.65,2.99,0.36,5.88,4.46,0.67,0.67,0.66,11.0,4.0,5.0,20.0,1.0,0.0,0.0,2.0,0.0,5.0,7.0,10.0,14.0,2.0,4.0,19.0,10.0,2.0,6.0,12.0,3.0,0.0,0.34,0.33,0.0,1.0,0.0,0.0,19.84,15.0,14.89,3.0,0.14,0.0,0.0,0.81,0.8,0.79,7.93,1.07,0.51,2.16,0.29,3.99,2.99,1.07,1.09,1.09,7.0,4.0,10.0,21.0,0.0,0.0,0.0,4.0,0.0,2.0,5.0,7.0,11.0,5.0,13.0,11.0,26.0,4.0,7.0,7.0,2.0,2.0,0.29,0.24,0.54,0.0,0.0,0.0,21.44,11.0,11.12,4.0,0.11,0.0,0.0,1.18,1.21,1.21
1615,84745678482122,2024,Faber/Bogosian,MIN,pairing,5on5,26,1260.0,215.0,0.27,0.4,0.41,11.56,0.52,0.49,2.9,0.36,5.44,5.28,0.52,0.51,0.51,9.0,6.0,7.0,22.0,0.0,1.0,0.0,0.0,0.0,4.0,10.0,9.0,15.0,4.0,8.0,3.0,7.0,0.0,7.0,13.0,2.0,0.0,0.23,0.3,0.0,0.0,0.0,0.0,21.3,15.0,14.64,1.0,0.1,0.05,0.05,0.57,0.55,0.55,16.28,1.39,1.0,3.79,0.47,8.84,6.51,1.37,1.39,1.37,13.0,9.0,11.0,33.0,0.0,1.0,0.0,1.0,0.0,11.0,9.0,13.0,22.0,2.0,4.0,1.0,7.0,2.0,5.0,17.0,3.0,2.0,0.54,0.29,0.56,0.0,0.0,0.0,32.49,22.0,21.57,0.0,0.21,0.33,0.33,1.26,1.25,1.24
1616,84757958480796,2024,Fehervary/McIlrath,WSH,pairing,5on5,11,3167.0,56.0,0.49,0.44,0.45,23.71,2.94,1.74,6.59,0.86,11.72,8.14,2.82,3.03,2.91,23.0,9.0,15.0,47.0,2.0,6.0,0.0,7.0,0.0,5.0,12.0,21.0,30.0,7.0,17.0,18.0,39.0,7.0,14.0,17.0,12.0,3.0,0.39,1.72,0.83,0.0,1.0,1.0,49.62,32.0,33.63,8.0,0.38,0.9,0.9,2.42,2.49,2.45,29.6,3.12,1.88,8.28,1.0,14.4,10.33,2.24,3.07,2.22,18.0,21.0,21.0,60.0,2.0,6.0,0.0,4.0,0.0,11.0,16.0,16.0,37.0,5.0,13.0,31.0,21.0,4.0,15.0,27.0,5.0,7.0,0.66,0.53,1.93,1.0,0.0,1.0,58.31,39.0,38.22,6.0,0.39,1.18,1.18,2.33,2.29,1.86
1617,847627884808408484938,2024,Blackwell/Bck/Hyry,DAL,line,5on5,5,2275.0,16.0,0.42,0.53,0.45,18.11,1.35,1.03,5.13,0.63,8.96,6.91,1.29,1.39,1.32,14.0,10.0,24.0,48.0,1.0,2.0,0.0,0.0,0.0,12.0,9.0,13.0,23.0,2.0,4.0,21.0,12.0,5.0,15.0,21.0,1.0,2.0,0.61,0.12,0.63,0.0,0.0,1.0,50.58,24.0,24.78,7.0,0.22,0.35,0.35,1.22,1.26,1.23,21.01,1.86,1.42,6.03,0.87,10.89,7.93,1.56,1.85,1.55,18.0,11.0,14.0,43.0,1.0,2.0,0.0,5.0,0.0,9.0,12.0,17.0,28.0,3.0,6.0,12.0,12.0,3.0,12.0,22.0,5.0,2.0,0.6,0.62,0.64,0.0,1.0,0.0,41.88,29.0,28.42,4.0,0.3,0.64,0.64,1.52,1.5,1.35
1618,847846384799968482055,2024,Beauvillier/Glass/O'Connor,PIT,line,5on5,5,1577.0,29.0,0.35,0.52,0.47,10.96,0.58,0.67,2.56,0.35,6.23,4.61,0.58,0.6,0.6,12.0,3.0,9.0,24.0,1.0,0.0,0.0,3.0,0.0,3.0,8.0,11.0,14.0,3.0,6.0,12.0,16.0,6.0,11.0,14.0,1.0,0.0,0.47,0.1,0.0,1.0,0.0,0.0,24.93,15.0,15.3,6.0,0.14,0.0,0.0,0.71,0.74,0.74,11.37,1.09,0.71,2.91,0.46,6.6,5.24,1.04,1.08,1.03,12.0,5.0,5.0,22.0,0.0,1.0,0.0,2.0,0.0,7.0,7.0,12.0,17.0,2.0,4.0,3.0,15.0,0.0,4.0,14.0,2.0,1.0,0.34,0.22,0.54,0.0,0.0,0.0,22.45,17.0,17.37,1.0,0.14,0.54,0.54,0.7,0.69,0.69
1619,847804684788568480459,2024,Heinen/Suter/Garland,VAN,line,5on5,11,855.0,141.0,0.86,0.4,0.54,5.04,0.38,0.34,0.96,0.13,3.14,2.06,0.37,0.34,0.34,7.0,0.0,3.0,10.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,7.0,7.0,2.0,4.0,4.0,4.0,1.0,2.0,5.0,2.0,0.0,0.16,0.21,0.0,0.0,0.0,0.0,9.2,7.0,6.55,1.0,0.07,0.0,0.0,0.45,0.41,0.41,4.46,0.06,0.16,1.51,0.14,2.19,1.94,0.06,0.07,0.07,3.0,3.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,6.0,2.0,4.0,9.0,4.0,3.0,4.0,6.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,16.94,6.0,6.78,1.0,0.03,0.0,0.0,0.09,0.11,0.1
1620,847345384796618480851,2024,Jeannot/Lewis/Thomas,LAK,line,5on5,8,3084.0,36.0,0.44,0.42,0.45,21.7,1.6,1.34,5.45,0.72,11.3,8.6,1.52,1.62,1.55,19.0,10.0,8.0,37.0,0.0,2.0,0.0,4.0,0.0,12.0,11.0,19.0,29.0,7.0,23.0,20.0,36.0,0.0,7.0,25.0,1.0,3.0,0.6,0.13,0.87,0.0,0.0,0.0,38.36,29.0,29.64,3.0,0.28,0.54,0.54,1.33,1.35,1.33,25.41,1.99,1.63,6.5,0.91,14.1,10.87,1.93,1.94,1.88,25.0,11.0,15.0,51.0,1.0,2.0,0.0,7.0,0.0,11.0,15.0,24.0,35.0,5.0,19.0,23.0,32.0,2.0,8.0,28.0,7.0,1.0,0.75,0.98,0.26,1.0,0.0,0.0,49.21,36.0,35.16,3.0,0.34,0.27,0.27,2.06,2.01,1.99
1621,847647484784148481559,2024,Meier/Hughes/Noesen,NJD,line,5on5,26,1017.0,310.0,0.85,0.73,0.77,18.23,2.06,0.97,4.43,0.59,8.72,7.23,1.77,1.98,1.7,14.0,10.0,6.0,30.0,1.0,3.0,0.0,2.0,0.0,6.0,12.0,13.0,23.0,0.0,0.0,0.0,8.0,0.0,1.0,19.0,2.0,3.0,0.47,0.31,1.29,1.0,0.0,0.0,29.97,24.0,23.88,0.0,0.2,1.15,1.45,0.81,0.79,0.77,5.23,0.37,0.37,1.07,0.14,2.88,2.17,0.37,0.38,0.38,5.0,2.0,4.0,11.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,5.0,7.0,2.0,4.0,4.0,4.0,1.0,6.0,5.0,2.0,0.0,0.15,0.23,0.0,0.0,0.0,0.0,11.18,7.0,7.07,3.0,0.08,0.0,0.0,0.45,0.46,0.46
1622,84746738483466,2024,Korchinski/Brodie,CHI,pairing,5on5,9,6108.0,24.0,0.45,0.42,0.38,38.88,4.17,2.6,9.91,1.41,18.96,13.96,3.94,4.18,3.96,35.0,16.0,30.0,81.0,4.0,6.0,1.0,5.0,0.0,7.0,29.0,31.0,47.0,11.0,22.0,37.0,23.0,4.0,24.0,32.0,13.0,6.0,0.95,1.56,1.65,1.0,1.0,2.0,80.5,51.0,51.26,8.0,0.55,1.35,1.35,3.37,3.42,3.38,60.32,5.08,4.02,14.42,2.02,34.06,24.41,5.04,5.07,5.03,52.0,32.0,30.0,114.0,7.0,4.0,0.0,11.0,1.0,29.0,32.0,45.0,77.0,3.0,6.0,48.0,48.0,4.0,24.0,66.0,14.0,4.0,1.98,2.11,0.99,5.0,1.0,1.0,115.1,84.0,84.55,6.0,0.83,0.66,0.66,5.25,5.24,5.22
1623,847523184807898481601,2024,Holmstrom/Cizikas/Wahlstrom,NYI,line,5on5,3,1234.0,9.0,0.54,0.41,0.48,7.95,0.52,0.57,1.9,0.27,4.58,3.16,0.51,0.51,0.5,5.0,6.0,4.0,15.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,5.0,11.0,1.0,2.0,10.0,12.0,2.0,2.0,9.0,2.0,0.0,0.24,0.27,0.0,0.0,0.0,0.0,15.24,11.0,11.14,1.0,0.11,0.0,0.0,0.63,0.62,0.61,8.98,0.45,0.53,1.99,0.26,5.08,3.69,0.44,0.45,0.45,7.0,5.0,10.0,22.0,2.0,0.0,0.0,1.0,0.0,4.0,5.0,5.0,10.0,1.0,2.0,11.0,9.0,3.0,3.0,11.0,1.0,0.0,0.29,0.15,0.0,1.0,1.0,0.0,22.85,12.0,12.27,3.0,0.11,0.0,0.0,0.55,0.56,0.56
1624,84754558483495,2024,Dillon/Nemec,NJD,pairing,5on5,9,1237.0,54.0,0.5,0.61,0.53,7.42,0.56,0.43,1.72,0.22,4.1,2.96,0.55,0.57,0.56,4.0,6.0,12.0,22.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,4.0,10.0,1.0,2.0,9.0,9.0,2.0,4.0,6.0,4.0,0.0,0.15,0.41,0.0,0.0,0.0,0.0,21.69,10.0,9.93,2.0,0.09,0.0,0.0,0.65,0.66,0.65,6.85,0.56,0.45,1.62,0.25,3.42,2.7,0.56,0.61,0.61,8.0,1.0,5.0,14.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,7.0,8.0,3.0,6.0,7.0,8.0,3.0,7.0,6.0,3.0,0.0,0.19,0.37,0.0,0.0,1.0,0.0,14.43,9.0,9.53,1.0,0.09,0.0,0.0,0.66,0.71,0.71
1625,84788408479324,2024,Lindgren/Borgen,NYR,pairing,5on5,12,880.0,91.0,0.66,0.48,0.55,7.63,1.04,0.59,1.96,0.28,4.17,2.97,0.99,1.01,0.96,8.0,3.0,4.0,15.0,1.0,1.0,0.0,1.0,0.0,5.0,3.0,7.0,10.0,0.0,0.0,4.0,10.0,0.0,4.0,7.0,2.0,2.0,0.31,0.21,0.52,1.0,0.0,0.0,14.22,11.0,10.6,2.0,0.12,0.29,0.29,0.88,0.85,0.83,6.99,0.55,0.35,1.46,0.22,3.31,3.12,0.55,0.56,0.56,6.0,3.0,7.0,16.0,1.0,0.0,0.0,2.0,0.0,2.0,4.0,5.0,8.0,2.0,4.0,2.0,5.0,0.0,4.0,5.0,4.0,0.0,0.1,0.45,0.0,0.0,1.0,0.0,16.66,9.0,9.22,3.0,0.07,0.0,0.0,0.62,0.63,0.63
1626,84764628478399,2024,Siegenthaler/Hamilton,NJD,pairing,5on5,39,4190.0,254.0,0.43,0.52,0.48,39.07,2.52,2.28,9.82,1.27,20.25,16.85,2.47,2.54,2.49,30.0,23.0,25.0,78.0,2.0,3.0,1.0,5.0,0.0,17.0,26.0,28.0,51.0,6.0,15.0,16.0,28.0,2.0,16.0,44.0,7.0,2.0,1.19,0.69,0.63,0.0,1.0,1.0,78.59,53.0,53.3,6.0,0.47,0.68,0.73,2.25,2.27,2.26,42.23,3.3,2.68,11.04,1.4,22.38,16.21,3.2,3.3,3.2,47.0,10.0,16.0,73.0,4.0,3.0,0.0,7.0,0.0,20.0,23.0,43.0,53.0,5.0,10.0,26.0,29.0,6.0,13.0,45.0,8.0,4.0,1.32,1.0,0.98,3.0,1.0,0.0,72.02,57.0,56.61,5.0,0.55,0.76,0.27,3.58,3.58,3.52
1627,847579884800118480188,2024,Zetterlund/Granlund/Kostin,SJS,line,5on5,6,1203.0,65.0,0.28,0.33,0.36,5.83,0.38,0.4,1.44,0.17,3.34,2.28,0.38,0.38,0.38,7.0,1.0,3.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,7.0,2.0,4.0,10.0,14.0,4.0,4.0,7.0,1.0,0.0,0.29,0.1,0.0,1.0,0.0,0.0,11.24,8.0,8.24,3.0,0.08,0.0,0.0,0.46,0.46,0.46,10.95,0.98,0.74,2.54,0.32,5.12,4.29,0.98,0.95,0.95,9.0,5.0,8.0,22.0,1.0,0.0,0.0,1.0,0.0,4.0,8.0,8.0,13.0,3.0,6.0,6.0,11.0,2.0,2.0,11.0,1.0,2.0,0.32,0.19,0.48,0.0,0.0,1.0,21.12,14.0,13.65,0.0,0.16,0.0,0.0,1.14,1.1,1.09
1628,847890484801448480980,2024,Lorentz/Kampf/Dewar,TOR,line,5on5,8,2936.0,35.0,0.6,0.56,0.56,22.58,1.61,1.34,6.08,0.76,11.84,8.37,1.56,1.65,1.6,21.0,9.0,14.0,44.0,2.0,3.0,0.0,7.0,0.0,7.0,11.0,19.0,28.0,3.0,6.0,28.0,41.0,5.0,15.0,25.0,3.0,2.0,0.64,0.51,0.46,1.0,1.0,0.0,44.01,30.0,30.33,8.0,0.28,0.59,0.59,1.29,1.29,1.28,17.73,1.09,1.02,4.84,0.54,9.65,6.86,1.07,1.15,1.12,16.0,8.0,10.0,34.0,2.0,0.0,0.0,5.0,0.0,8.0,9.0,14.0,22.0,1.0,2.0,22.0,31.0,4.0,12.0,20.0,4.0,0.0,0.58,0.51,0.0,1.0,1.0,0.0,35.39,24.0,24.93,3.0,0.22,0.0,0.0,1.3,1.37,1.35
