,playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
195,8482982,2024,Jet Greaves,CBJ,G,other,5,459.0,0.96,4.0,16.0,0.7,1.0,1.55,1.0,7.97,10.0,0.38,1.0,4.99,2.0,2.54,3.0,0.95,8.0,2.0,1.0,0.38,0.27,0.31,2.0,1.0,1.0,5.0,0.0,0.0
196,8482982,2024,Jet Greaves,CBJ,G,all,5,18098.0,16.3,15.0,320.0,11.71,27.0,41.45,42.0,170.84,159.0,5.56,1.0,92.97,58.0,66.76,93.0,15.49,168.0,51.0,16.0,5.22,6.43,4.65,6.0,8.0,1.0,85.0,0.0,0.0
197,8482982,2024,Jet Greaves,CBJ,G,5on5,5,15410.0,14.0,10.0,287.0,10.23,25.0,38.42,40.0,153.25,142.0,4.23,0.0,83.63,54.0,60.44,83.0,13.25,155.0,43.0,14.0,4.71,5.24,4.04,4.0,6.0,0.0,75.0,0.0,0.0
198,8482982,2024,Jet Greaves,CBJ,G,4on5,5,783.0,0.65,1.0,12.0,0.51,0.0,0.94,1.0,5.51,3.0,0.1,0.0,3.19,2.0,1.55,3.0,0.64,3.0,4.0,0.0,0.03,0.63,0.0,0.0,1.0,0.0,5.0,0.0,0.0
199,8482982,2024,Jet Greaves,CBJ,G,5on4,5,1446.0,0.69,0.0,5.0,0.27,1.0,0.55,0.0,4.11,4.0,0.86,0.0,1.15,0.0,2.22,4.0,0.66,2.0,2.0,1.0,0.1,0.29,0.3,0.0,0.0,0.0,0.0,0.0,0.0
200,8479292,2024,Charlie Lindgren,WSH,G,other,23,3046.0,4.93,3.0,75.0,2.9,3.0,7.86,15.0,39.34,32.0,0.76,0.0,23.63,20.0,13.3,13.0,4.3,33.0,16.0,5.0,1.26,1.99,1.68,2.0,0.0,1.0,21.0,0.0,0.0
201,8479292,2024,Charlie Lindgren,WSH,G,all,23,80395.0,58.34,56.0,1293.0,43.1,58.0,154.46,128.0,646.44,586.0,23.15,0.0,353.17,300.0,256.23,343.0,55.81,656.0,167.0,64.0,18.41,21.02,18.9,23.0,13.0,20.0,406.0,0.0,0.0
202,8479292,2024,Charlie Lindgren,WSH,G,5on5,23,64420.0,39.03,41.0,970.0,29.01,38.0,117.07,87.0,468.3,428.0,19.04,0.0,253.26,217.0,190.0,260.0,38.01,488.0,114.0,42.0,13.04,14.79,11.2,19.0,10.0,12.0,326.0,0.0,0.0
203,8479292,2024,Charlie Lindgren,WSH,G,4on5,23,6750.0,12.11,10.0,216.0,10.15,16.0,26.22,24.0,115.6,102.0,0.61,0.0,69.01,58.0,37.47,50.0,11.25,113.0,33.0,13.0,3.51,3.72,4.88,2.0,2.0,6.0,57.0,0.0,0.0
204,8479292,2024,Charlie Lindgren,WSH,G,5on4,23,6179.0,2.27,2.0,32.0,1.05,1.0,3.31,2.0,23.19,24.0,2.73,0.0,7.27,5.0,15.45,20.0,2.25,22.0,4.0,4.0,0.6,0.53,1.14,0.0,1.0,1.0,2.0,0.0,0.0
205,8474596,2024,Jake Allen,NJD,G,other,18,2466.0,4.62,1.0,52.0,1.82,2.0,4.98,8.0,25.25,20.0,0.6,1.0,15.25,13.0,7.43,11.0,3.38,21.0,7.0,7.0,0.84,0.78,3.0,0.0,0.0,1.0,17.0,0.0,0.0
206,8474596,2024,Jake Allen,NJD,G,all,18,62202.0,55.71,44.0,1010.0,35.47,76.0,128.59,95.0,525.71,467.0,17.81,2.0,277.7,199.0,202.42,302.0,50.62,523.0,123.0,72.0,14.63,15.22,25.87,15.0,17.0,12.0,292.0,0.0,0.0
207,8474596,2024,Jake Allen,NJD,G,5on5,18,50342.0,36.83,31.0,827.0,26.95,58.0,108.62,79.0,421.17,373.0,13.46,0.0,226.29,166.0,167.61,246.0,34.81,440.0,96.0,45.0,12.07,12.05,12.72,13.0,13.0,5.0,246.0,0.0,0.0
208,8474596,2024,Jake Allen,NJD,G,4on5,18,4335.0,12.15,10.0,103.0,5.68,14.0,11.99,7.0,59.51,54.0,0.52,0.0,30.22,15.0,15.03,31.0,10.41,48.0,11.0,18.0,1.2,1.28,9.66,1.0,3.0,6.0,26.0,0.0,0.0
209,8474596,2024,Jake Allen,NJD,G,5on4,18,5059.0,1.72,1.0,23.0,0.84,2.0,2.47,1.0,16.59,16.0,3.07,1.0,4.59,4.0,10.88,13.0,1.64,13.0,6.0,2.0,0.46,0.77,0.49,1.0,0.0,0.0,2.0,0.0,0.0
210,8480045,2024,Ukko-Pekka Luukkonen,BUF,G,other,36,3991.0,9.03,16.0,142.0,5.88,7.0,14.97,7.0,73.25,67.0,1.2,1.0,43.96,43.0,22.48,26.0,8.46,63.0,28.0,8.0,2.59,3.47,2.97,5.0,6.0,5.0,43.0,0.0,0.0
211,8480045,2024,Ukko-Pekka Luukkonen,BUF,G,all,36,125034.0,104.41,103.0,2108.0,74.43,123.0,271.08,197.0,1109.97,1005.0,35.28,2.0,605.94,513.0,436.49,588.0,99.17,1134.0,286.0,110.0,31.85,36.42,36.14,38.0,34.0,31.0,578.0,0.0,0.0
212,8480045,2024,Ukko-Pekka Luukkonen,BUF,G,5on5,36,101491.0,72.15,66.0,1667.0,55.45,101.0,221.31,160.0,865.24,773.0,28.06,1.0,469.76,398.0,347.09,466.0,69.59,903.0,223.0,69.0,25.14,28.44,18.57,32.0,23.0,11.0,472.0,0.0,0.0
213,8480045,2024,Ukko-Pekka Luukkonen,BUF,G,4on5,36,9383.0,20.21,19.0,250.0,11.37,14.0,29.77,28.0,136.85,131.0,0.96,0.0,81.36,62.0,43.61,67.0,18.13,135.0,27.0,29.0,3.18,3.3,13.73,0.0,4.0,15.0,59.0,0.0,0.0
214,8480045,2024,Ukko-Pekka Luukkonen,BUF,G,5on4,36,10169.0,2.93,2.0,47.0,1.67,1.0,4.7,2.0,33.09,34.0,4.85,0.0,10.22,10.0,22.45,27.0,2.9,31.0,8.0,4.0,0.85,1.21,0.87,1.0,1.0,0.0,4.0,0.0,0.0
215,8481544,2024,Mads Sogaard,OTT,G,other,2,145.0,0.06,0.0,1.0,0.04,0.0,0.15,0.0,0.71,1.0,0.09,0.0,0.33,0.0,0.4,1.0,0.06,1.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,8481544,2024,Mads Sogaard,OTT,G,all,2,5493.0,6.21,8.0,86.0,3.54,7.0,11.22,5.0,45.23,40.0,2.02,0.0,22.75,15.0,16.51,27.0,4.99,38.0,13.0,11.0,1.0,1.7,3.5,4.0,3.0,1.0,24.0,2.0,1.0
217,8481544,2024,Mads Sogaard,OTT,G,5on5,2,4415.0,3.58,6.0,69.0,2.44,5.0,9.14,2.0,34.72,31.0,1.54,0.0,18.58,13.0,13.87,23.0,3.36,34.0,10.0,5.0,0.87,1.2,1.51,4.0,2.0,0.0,20.0,2.0,1.0
218,8481544,2024,Mads Sogaard,OTT,G,4on5,2,401.0,2.21,2.0,14.0,0.91,2.0,1.72,3.0,8.54,7.0,0.08,0.0,3.25,1.0,1.62,2.0,1.22,2.0,3.0,5.0,0.06,0.5,1.65,0.0,1.0,1.0,4.0,0.0,0.0
219,8481544,2024,Mads Sogaard,OTT,G,5on4,2,532.0,0.36,0.0,2.0,0.15,0.0,0.21,0.0,1.25,1.0,0.32,0.0,0.59,1.0,0.63,1.0,0.36,1.0,0.0,1.0,0.01,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0
220,8475852,2024,Petr Mrazek,CHI,G,other,29,1994.0,4.32,4.0,58.0,2.6,8.0,6.6,3.0,31.33,33.0,0.82,0.0,19.63,18.0,9.61,11.0,3.64,24.0,15.0,5.0,0.88,1.95,1.5,1.0,2.0,1.0,14.0,0.0,0.0
221,8475852,2024,Petr Mrazek,CHI,G,all,29,98389.0,79.35,89.0,1714.0,60.29,106.0,218.34,171.0,887.21,851.0,22.66,1.0,480.74,379.0,348.11,470.0,75.88,895.0,238.0,84.0,24.42,29.68,25.24,28.0,43.0,18.0,497.0,0.0,0.0
222,8475852,2024,Petr Mrazek,CHI,G,5on5,29,81718.0,59.59,64.0,1419.0,46.56,84.0,184.11,145.0,718.63,683.0,18.18,1.0,387.21,308.0,287.13,386.0,57.45,740.0,188.0,61.0,20.45,23.58,15.56,25.0,30.0,9.0,430.0,0.0,0.0
223,8475852,2024,Petr Mrazek,CHI,G,4on5,29,8188.0,13.2,15.0,202.0,9.92,14.0,23.95,21.0,111.81,112.0,0.63,0.0,65.82,51.0,34.34,50.0,12.56,110.0,24.0,17.0,2.43,2.85,7.92,1.0,6.0,8.0,51.0,0.0,0.0
224,8475852,2024,Petr Mrazek,CHI,G,5on4,29,6489.0,1.89,4.0,32.0,1.04,0.0,3.29,2.0,23.05,21.0,3.02,0.0,7.0,2.0,16.07,22.0,1.88,21.0,8.0,1.0,0.66,0.96,0.27,1.0,3.0,0.0,2.0,0.0,0.0
225,8478435,2024,Dan Vladar,CGY,G,other,21,1770.0,6.29,6.0,69.0,2.6,4.0,6.73,4.0,36.25,28.0,0.78,1.0,19.24,17.0,11.9,17.0,5.81,27.0,12.0,9.0,1.18,1.66,3.45,3.0,1.0,2.0,21.0,0.0,0.0
226,8478435,2024,Dan Vladar,CGY,G,all,21,76079.0,60.27,66.0,1206.0,41.09,54.0,149.76,130.0,619.02,577.0,22.11,3.0,337.04,258.0,243.25,341.0,57.56,623.0,169.0,61.0,17.83,21.62,20.82,23.0,29.0,14.0,353.0,0.0,0.0
227,8478435,2024,Dan Vladar,CGY,G,5on5,21,62893.0,40.46,39.0,974.0,30.83,43.0,124.83,115.0,489.37,457.0,17.99,1.0,265.33,202.0,198.15,274.0,39.23,518.0,125.0,34.0,14.24,16.43,9.79,16.0,21.0,2.0,297.0,0.0,0.0
228,8478435,2024,Dan Vladar,CGY,G,4on5,21,5496.0,12.31,19.0,146.0,7.1,6.0,16.39,11.0,81.5,81.0,0.44,0.0,48.97,38.0,25.63,39.0,11.38,69.0,27.0,17.0,2.2,2.88,7.23,4.0,6.0,9.0,33.0,0.0,0.0
229,8478435,2024,Dan Vladar,CGY,G,5on4,21,5920.0,0.91,1.0,14.0,0.4,1.0,1.42,0.0,9.45,8.0,2.87,1.0,2.68,0.0,6.3,10.0,0.86,8.0,3.0,1.0,0.18,0.39,0.34,0.0,0.0,1.0,2.0,0.0,0.0
230,8476932,2024,Anthony Stolarz,TOR,G,other,17,1465.0,2.76,6.0,43.0,2.17,4.0,4.7,6.0,23.1,24.0,0.5,0.0,13.97,10.0,5.53,4.0,2.34,21.0,4.0,5.0,0.6,0.55,1.62,1.0,2.0,3.0,13.0,0.0,0.0
231,8476932,2024,Anthony Stolarz,TOR,G,all,17,58579.0,44.31,35.0,1016.0,34.67,51.0,124.95,96.0,505.69,480.0,15.35,1.0,277.11,242.0,197.89,272.0,42.48,524.0,124.0,48.0,13.08,16.03,15.2,9.0,14.0,12.0,320.0,0.0,0.0
232,8476932,2024,Anthony Stolarz,TOR,G,5on5,17,45874.0,30.25,17.0,789.0,24.21,41.0,99.35,72.0,382.23,365.0,11.81,1.0,204.88,179.0,154.42,217.0,29.16,410.0,84.0,32.0,10.43,10.96,8.85,5.0,8.0,4.0,263.0,0.0,0.0
233,8476932,2024,Anthony Stolarz,TOR,G,4on5,17,6123.0,9.63,11.0,164.0,7.49,6.0,18.57,18.0,85.56,74.0,0.47,0.0,53.39,49.0,28.09,36.0,9.3,80.0,30.0,10.0,1.56,3.59,4.48,3.0,3.0,5.0,44.0,0.0,0.0
234,8476932,2024,Anthony Stolarz,TOR,G,5on4,17,5117.0,1.44,1.0,17.0,0.69,0.0,1.82,0.0,12.48,16.0,2.52,0.0,3.96,4.0,8.67,12.0,1.44,11.0,5.0,1.0,0.36,0.82,0.25,0.0,1.0,0.0,0.0,0.0,0.0
235,8475809,2024,Scott Wedgewood,COL,G,other,14,1531.0,2.66,2.0,34.0,1.61,3.0,4.05,4.0,20.07,18.0,0.43,0.0,10.99,11.0,6.99,7.0,2.53,14.0,9.0,4.0,0.63,1.05,0.97,2.0,0.0,0.0,7.0,0.0,0.0
236,8475809,2024,Scott Wedgewood,COL,G,all,14,45620.0,34.57,36.0,716.0,25.68,36.0,92.62,79.0,377.93,354.0,12.32,1.0,206.03,162.0,146.42,204.0,33.38,382.0,101.0,35.0,11.2,12.0,11.37,20.0,10.0,6.0,198.0,0.0,0.0
237,8475809,2024,Scott Wedgewood,COL,G,5on5,14,36378.0,22.81,24.0,568.0,18.99,31.0,76.36,67.0,296.55,279.0,9.88,1.0,161.78,120.0,119.0,166.0,21.92,319.0,72.0,18.0,8.83,8.68,5.3,16.0,8.0,0.0,159.0,0.0,0.0
238,8475809,2024,Scott Wedgewood,COL,G,4on5,14,3868.0,8.28,10.0,103.0,4.64,1.0,10.88,8.0,53.71,48.0,0.24,0.0,30.86,29.0,15.67,24.0,8.13,42.0,19.0,11.0,1.47,2.15,4.66,2.0,2.0,6.0,31.0,0.0,0.0
239,8475809,2024,Scott Wedgewood,COL,G,5on4,14,3843.0,0.82,0.0,11.0,0.43,1.0,1.32,0.0,7.61,9.0,1.77,0.0,2.4,2.0,4.76,7.0,0.8,7.0,1.0,2.0,0.28,0.12,0.43,0.0,0.0,0.0,1.0,0.0,0.0
240,8482446,2024,Joel Blomqvist,PIT,G,other,10,620.0,1.85,2.0,16.0,0.96,2.0,2.04,0.0,9.62,10.0,0.11,0.0,5.95,6.0,1.74,3.0,1.44,4.0,6.0,3.0,0.11,0.73,1.0,0.0,1.0,1.0,3.0,0.0,0.0
241,8482446,2024,Joel Blomqvist,PIT,G,all,10,32130.0,32.67,32.0,583.0,20.89,33.0,77.29,62.0,317.59,317.0,9.11,1.0,166.58,145.0,122.14,158.0,30.82,288.0,105.0,37.0,8.17,12.97,11.53,11.0,17.0,4.0,153.0,0.0,0.0
242,8482446,2024,Joel Blomqvist,PIT,G,5on5,10,26304.0,22.27,26.0,457.0,15.68,26.0,64.25,52.0,253.1,251.0,7.49,1.0,131.15,109.0,99.45,128.0,21.28,245.0,73.0,23.0,6.69,9.31,6.27,10.0,15.0,1.0,116.0,0.0,0.0
243,8482446,2024,Joel Blomqvist,PIT,G,4on5,10,2686.0,7.67,4.0,95.0,3.75,5.0,9.47,10.0,45.3,47.0,0.18,0.0,26.53,29.0,14.12,15.0,7.22,30.0,23.0,10.0,1.08,2.56,4.03,1.0,1.0,2.0,32.0,0.0,0.0
244,8482446,2024,Joel Blomqvist,PIT,G,5on4,10,2520.0,0.88,0.0,15.0,0.49,0.0,1.53,0.0,9.57,9.0,1.33,0.0,2.95,1.0,6.82,12.0,0.88,9.0,3.0,1.0,0.29,0.38,0.22,0.0,0.0,0.0,2.0,0.0,0.0
245,8477480,2024,Eric Comrie,WPG,G,other,12,987.0,0.86,0.0,25.0,0.64,0.0,2.38,3.0,11.13,8.0,0.39,0.0,5.74,8.0,5.06,4.0,0.85,12.0,3.0,0.0,0.5,0.35,0.0,0.0,0.0,0.0,10.0,0.0,0.0
246,8477480,2024,Eric Comrie,WPG,G,all,12,42517.0,29.94,33.0,709.0,24.15,23.0,91.68,87.0,366.43,346.0,12.24,2.0,204.0,179.0,146.89,186.0,29.01,394.0,89.0,26.0,11.1,11.05,7.79,14.0,11.0,8.0,200.0,0.0,0.0
247,8477480,2024,Eric Comrie,WPG,G,5on5,12,35572.0,22.92,25.0,591.0,19.51,20.0,78.32,76.0,305.49,294.0,10.29,2.0,168.9,146.0,124.95,157.0,22.14,333.0,73.0,19.0,9.03,9.14,4.74,12.0,10.0,3.0,166.0,0.0,0.0
248,8477480,2024,Eric Comrie,WPG,G,4on5,12,2990.0,5.58,7.0,85.0,3.68,3.0,10.32,8.0,44.93,38.0,0.2,0.0,27.88,24.0,14.07,21.0,5.51,45.0,12.0,6.0,1.38,1.45,2.76,1.0,1.0,5.0,22.0,0.0,0.0
249,8477480,2024,Eric Comrie,WPG,G,5on4,12,2968.0,0.5,0.0,6.0,0.29,0.0,0.55,0.0,4.17,5.0,1.32,0.0,1.16,1.0,2.37,4.0,0.44,3.0,1.0,1.0,0.1,0.11,0.29,0.0,0.0,0.0,1.0,0.0,0.0
250,8479973,2024,Stuart Skinner,EDM,G,other,33,2965.0,7.37,4.0,106.0,4.31,6.0,12.55,7.0,57.82,55.0,1.02,0.0,34.58,41.0,19.09,22.0,7.02,52.0,19.0,9.0,2.08,2.33,2.97,3.0,0.0,1.0,26.0,0.0,0.0
251,8479973,2024,Stuart Skinner,EDM,G,all,33,116351.0,86.08,87.0,1822.0,61.77,94.0,238.99,198.0,957.19,885.0,34.2,1.0,515.94,410.0,372.72,517.0,82.39,999.0,207.0,102.0,27.96,25.6,32.52,39.0,30.0,18.0,514.0,0.0,0.0
252,8479973,2024,Stuart Skinner,EDM,G,5on5,33,98680.0,65.7,64.0,1491.0,47.66,80.0,200.05,171.0,775.51,712.0,28.89,1.0,411.61,311.0,305.92,429.0,63.27,810.0,172.0,75.0,22.67,21.32,21.71,31.0,23.0,10.0,434.0,0.0,0.0
253,8479973,2024,Stuart Skinner,EDM,G,4on5,33,7201.0,10.82,16.0,194.0,8.65,6.0,22.91,20.0,102.84,99.0,0.63,0.0,62.39,54.0,33.69,46.0,9.93,116.0,11.0,15.0,2.55,1.27,7.0,3.0,6.0,7.0,52.0,0.0,0.0
254,8479973,2024,Stuart Skinner,EDM,G,5on4,33,7505.0,2.16,2.0,29.0,1.05,2.0,3.13,0.0,19.91,18.0,3.58,0.0,6.56,4.0,13.36,19.0,2.15,19.0,5.0,3.0,0.63,0.68,0.85,1.0,1.0,0.0,2.0,0.0,0.0
255,8477405,2024,Marcus Hogberg,NYI,G,other,7,251.0,0.29,0.0,11.0,0.23,0.0,0.77,0.0,3.8,4.0,0.0,0.0,2.31,3.0,1.3,2.0,0.28,3.0,2.0,0.0,0.11,0.18,0.0,0.0,0.0,0.0,6.0,0.0,0.0
256,8477405,2024,Marcus Hogberg,NYI,G,all,7,19921.0,16.4,8.0,338.0,11.9,26.0,43.7,25.0,173.63,151.0,5.79,0.0,91.07,76.0,65.12,99.0,15.02,169.0,41.0,24.0,4.35,5.23,6.83,4.0,3.0,1.0,104.0,0.0,0.0
257,8477405,2024,Marcus Hogberg,NYI,G,5on5,7,17507.0,13.6,6.0,292.0,9.63,20.0,38.04,21.0,149.19,126.0,5.09,0.0,77.54,66.0,57.26,88.0,12.86,147.0,34.0,20.0,3.68,4.34,5.57,3.0,2.0,1.0,91.0,0.0,0.0
258,8477405,2024,Marcus Hogberg,NYI,G,4on5,7,899.0,2.49,2.0,31.0,1.96,6.0,4.67,4.0,19.6,19.0,0.12,0.0,10.53,7.0,5.66,7.0,1.85,17.0,5.0,4.0,0.53,0.71,1.26,1.0,1.0,0.0,5.0,0.0,0.0
259,8477405,2024,Marcus Hogberg,NYI,G,5on4,7,1264.0,0.03,0.0,4.0,0.09,0.0,0.23,0.0,1.04,2.0,0.59,0.0,0.68,0.0,0.9,2.0,0.03,2.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
260,8482783,2024,Aleksei Kolosov,PHI,G,other,15,1491.0,3.55,5.0,47.0,1.92,3.0,5.71,3.0,28.09,22.0,0.4,0.0,13.23,9.0,12.68,18.0,3.2,24.0,11.0,3.0,0.98,1.34,1.24,3.0,0.0,2.0,9.0,0.0,0.0
261,8482783,2024,Aleksei Kolosov,PHI,G,all,15,46986.0,39.32,45.0,809.0,26.43,37.0,94.35,65.0,397.58,347.0,12.5,2.0,212.83,165.0,159.88,234.0,37.54,400.0,102.0,44.0,12.62,12.78,13.92,17.0,8.0,20.0,263.0,0.0,0.0
262,8482783,2024,Aleksei Kolosov,PHI,G,5on5,15,40666.0,27.32,32.0,671.0,20.18,29.0,77.58,56.0,315.95,272.0,11.13,1.0,171.3,126.0,128.1,192.0,26.34,330.0,77.0,28.0,10.28,9.56,7.49,14.0,6.0,12.0,236.0,0.0,0.0
263,8482783,2024,Aleksei Kolosov,PHI,G,4on5,15,2436.0,8.07,8.0,83.0,4.09,5.0,10.26,5.0,47.39,45.0,0.16,0.0,26.43,29.0,14.55,18.0,7.64,39.0,13.0,13.0,1.13,1.74,5.2,0.0,2.0,6.0,18.0,0.0,0.0
264,8482783,2024,Aleksei Kolosov,PHI,G,5on4,15,2393.0,0.37,0.0,8.0,0.24,0.0,0.79,1.0,6.16,8.0,0.82,1.0,1.89,1.0,4.56,6.0,0.36,7.0,1.0,0.0,0.23,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,8477465,2024,Tristan Jarry,PIT,G,other,22,1356.0,4.84,3.0,61.0,2.26,4.0,6.03,5.0,31.24,22.0,0.47,0.0,18.39,13.0,10.4,18.0,3.85,30.0,6.0,7.0,1.15,0.81,2.87,1.0,0.0,2.0,18.0,0.0,0.0
266,8477465,2024,Tristan Jarry,PIT,G,all,22,75125.0,59.48,69.0,1223.0,43.7,63.0,156.32,115.0,645.58,597.0,21.74,0.0,353.78,264.0,260.71,383.0,56.7,681.0,154.0,61.0,19.89,19.45,20.14,30.0,21.0,18.0,327.0,2.0,1.0
267,8477465,2024,Tristan Jarry,PIT,G,5on5,22,63345.0,43.73,53.0,991.0,33.82,51.0,130.51,93.0,518.56,471.0,17.77,0.0,281.84,210.0,209.49,308.0,42.25,549.0,125.0,43.0,15.6,16.02,12.11,25.0,19.0,9.0,274.0,2.0,1.0
268,8477465,2024,Tristan Jarry,PIT,G,4on5,22,4680.0,9.18,9.0,131.0,6.24,5.0,15.63,15.0,71.84,75.0,0.27,0.0,44.28,37.0,23.29,35.0,8.89,73.0,18.0,10.0,2.32,1.97,4.9,1.0,1.0,7.0,30.0,0.0,0.0
269,8477465,2024,Tristan Jarry,PIT,G,5on4,22,5744.0,1.54,2.0,34.0,1.22,3.0,3.57,2.0,21.49,27.0,3.21,0.0,7.9,4.0,15.96,20.0,1.52,25.0,5.0,1.0,0.64,0.65,0.25,1.0,1.0,0.0,3.0,0.0,0.0
270,8482137,2024,Yaroslav Askarov,SJS,G,other,12,725.0,2.01,3.0,25.0,1.08,0.0,2.49,1.0,12.24,10.0,0.31,0.0,5.77,6.0,4.04,6.0,1.91,10.0,4.0,2.0,0.44,0.45,1.12,1.0,2.0,0.0,9.0,0.0,0.0
271,8482137,2024,Yaroslav Askarov,SJS,G,all,12,41450.0,37.61,33.0,731.0,26.67,43.0,91.28,54.0,384.69,346.0,10.88,0.0,207.99,188.0,152.06,210.0,35.85,391.0,99.0,39.0,10.93,12.35,14.32,13.0,10.0,10.0,202.0,0.0,0.0
272,8482137,2024,Yaroslav Askarov,SJS,G,5on5,12,35081.0,27.9,23.0,598.0,20.38,33.0,76.34,47.0,311.34,285.0,8.92,0.0,168.47,152.0,125.34,173.0,26.59,321.0,79.0,29.0,9.19,9.96,8.76,12.0,7.0,4.0,169.0,0.0,0.0
273,8482137,2024,Yaroslav Askarov,SJS,G,4on5,12,2774.0,7.18,7.0,95.0,4.85,10.0,11.38,6.0,53.27,41.0,0.32,0.0,31.14,29.0,16.45,21.0,6.84,51.0,14.0,8.0,1.08,1.64,4.45,0.0,1.0,6.0,22.0,0.0,0.0
274,8482137,2024,Yaroslav Askarov,SJS,G,5on4,12,2870.0,0.52,0.0,13.0,0.37,0.0,1.06,0.0,7.84,10.0,1.33,0.0,2.6,1.0,6.22,10.0,0.52,9.0,2.0,0.0,0.23,0.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0
275,8476914,2024,Joonas Korpisalo,BOS,G,other,17,1503.0,3.07,1.0,47.0,1.84,2.0,4.87,4.0,23.54,20.0,0.8,0.0,14.14,14.0,9.18,13.0,2.99,23.0,7.0,4.0,0.89,0.88,1.3,1.0,0.0,0.0,13.0,0.0,0.0
276,8476914,2024,Joonas Korpisalo,BOS,G,all,17,57432.0,43.23,43.0,953.0,33.15,57.0,126.35,94.0,498.05,425.0,16.08,1.0,268.84,207.0,194.4,280.0,41.89,523.0,115.0,45.0,14.18,15.11,13.94,18.0,15.0,10.0,270.0,0.0,0.0
277,8476914,2024,Joonas Korpisalo,BOS,G,5on5,17,47801.0,31.67,29.0,778.0,24.75,42.0,105.99,79.0,402.3,341.0,11.9,1.0,216.37,170.0,159.61,230.0,30.63,431.0,92.0,29.0,11.49,12.09,8.1,13.0,10.0,6.0,226.0,0.0,0.0
278,8476914,2024,Joonas Korpisalo,BOS,G,4on5,17,4250.0,7.72,10.0,114.0,6.13,13.0,13.71,11.0,61.38,53.0,0.54,0.0,34.96,22.0,18.29,27.0,7.52,57.0,15.0,11.0,1.38,2.04,4.31,2.0,4.0,4.0,31.0,0.0,0.0
279,8476914,2024,Joonas Korpisalo,BOS,G,5on4,17,3878.0,0.66,2.0,13.0,0.39,0.0,1.64,0.0,10.05,10.0,2.74,0.0,3.07,1.0,6.92,10.0,0.65,12.0,0.0,1.0,0.42,0.0,0.24,2.0,0.0,0.0,0.0,0.0,0.0
280,8480843,2024,Lukas Dostal,ANA,G,other,30,3329.0,9.69,8.0,109.0,3.7,3.0,10.77,12.0,57.19,58.0,1.19,0.0,31.2,21.0,19.82,33.0,8.13,43.0,22.0,12.0,2.0,2.71,4.98,1.0,5.0,2.0,32.0,0.0,0.0
281,8480843,2024,Lukas Dostal,ANA,G,all,30,104430.0,101.71,86.0,1997.0,70.99,107.0,250.58,227.0,1041.28,937.0,29.22,2.0,559.38,444.0,404.37,555.0,96.38,1022.0,292.0,108.0,30.09,36.49,35.13,25.0,37.0,24.0,575.0,0.0,0.0
282,8480843,2024,Lukas Dostal,ANA,G,5on5,30,84327.0,72.73,59.0,1594.0,52.46,80.0,204.79,179.0,813.74,715.0,23.28,2.0,436.38,353.0,322.13,443.0,70.12,817.0,227.0,72.0,24.12,28.96,19.65,22.0,26.0,11.0,478.0,0.0,0.0
283,8480843,2024,Lukas Dostal,ANA,G,4on5,30,7875.0,16.84,17.0,254.0,13.48,24.0,31.46,34.0,144.05,140.0,0.61,0.0,83.28,63.0,44.12,55.0,15.7,139.0,33.0,22.0,3.2,3.61,10.03,2.0,4.0,11.0,60.0,0.0,0.0
284,8480843,2024,Lukas Dostal,ANA,G,5on4,30,8899.0,2.23,1.0,35.0,1.17,0.0,3.2,2.0,23.92,22.0,4.01,0.0,7.4,7.0,17.28,22.0,2.2,21.0,9.0,2.0,0.66,1.09,0.48,0.0,1.0,0.0,3.0,0.0,0.0
285,8481668,2024,Arturs Silovs,VAN,G,other,7,490.0,0.41,1.0,6.0,0.25,0.0,0.79,0.0,3.92,4.0,0.19,0.0,1.82,1.0,1.63,3.0,0.41,4.0,0.0,1.0,0.17,0.0,0.24,0.0,0.0,1.0,1.0,0.0,0.0
286,8481668,2024,Arturs Silovs,VAN,G,all,7,21900.0,16.01,25.0,330.0,11.98,17.0,44.61,30.0,180.2,163.0,5.43,0.0,98.39,87.0,70.11,88.0,15.25,194.0,34.0,19.0,5.5,4.35,6.16,13.0,5.0,7.0,83.0,0.0,0.0
287,8481668,2024,Arturs Silovs,VAN,G,5on5,7,17850.0,12.66,19.0,278.0,9.72,15.0,38.72,27.0,151.73,135.0,4.36,0.0,82.09,75.0,58.88,71.0,11.96,163.0,29.0,15.0,4.52,3.8,4.34,13.0,3.0,3.0,71.0,0.0,0.0
