team,season,name,team.1,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
CHI,2024,CHI,CHI,Team Level,4on5,52,0.07,0.11,0.12,15334.0,30.73,2.07,1.49,4.46,0.97,10.25,22.77,2.07,2.07,2.07,35.0,7.0,8.0,50.0,1.0,0.0,0.0,1.0,0.0,4.0,36.0,34.0,41.0,1.0,5.0,113.0,28.0,21.0,26.0,34.0,6.0,2.0,0.79,0.72,0.56,0.0,1.0,0.0,50.0,42.0,42.0,24.0,0.35,0.0,0.0,2.41,2.41,2.41,226.23,28.37,20.52,48.06,7.63,132.79,68.61,25.73,28.37,25.73,215.0,91.0,96.0,402.0,22.0,31.0,4.0,42.0,0.0,108.0,103.0,193.0,284.0,6.0,15.0,139.0,25.0,17.0,42.0,211.0,59.0,36.0,5.37,7.13,15.87,3.0,8.0,11.0,402.0,306.0,306.0,2.0,5.42,7.81,7.62,26.17,26.17,24.84
CHI,2024,CHI,CHI,Team Level,5on4,52,0.85,0.84,0.82,11154.0,152.7,17.86,13.62,33.58,5.03,90.4,47.51,17.03,17.86,17.03,138.0,70.0,52.0,260.0,24.0,16.0,2.0,25.0,0.0,76.0,67.0,114.0,184.0,3.0,6.0,94.0,8.0,15.0,44.0,149.0,34.0,25.0,4.47,4.16,9.23,6.0,6.0,12.0,260.0,208.0,208.0,5.0,3.56,3.12,3.12,18.3,18.3,17.69,35.06,3.18,1.65,4.98,1.07,10.99,24.13,3.16,3.18,3.16,34.0,12.0,5.0,51.0,6.0,0.0,0.0,2.0,0.0,6.0,32.0,28.0,40.0,9.0,18.0,109.0,25.0,9.0,23.0,32.0,11.0,3.0,0.91,1.39,0.88,1.0,4.0,1.0,51.0,46.0,46.0,18.0,0.38,0.0,0.0,3.55,3.55,3.53
COL,2024,COL,COL,Team Level,other,54,0.5,0.51,0.53,9022.0,130.64,30.07,10.08,23.12,4.55,73.51,39.67,28.09,30.07,28.09,123.0,58.0,56.0,237.0,36.0,11.0,2.0,12.0,1.0,64.0,57.0,87.0,145.0,6.0,12.0,93.0,18.0,14.0,30.0,92.0,47.0,42.0,3.88,6.32,19.87,6.0,6.0,24.0,237.0,181.0,181.0,8.0,2.94,2.64,2.64,30.37,30.37,28.83,113.89,29.9,8.81,20.95,4.03,63.99,33.32,27.55,29.9,27.55,101.0,60.0,67.0,228.0,25.0,18.0,2.0,15.0,1.0,71.0,31.0,76.0,136.0,7.0,14.0,107.0,11.0,10.0,23.0,73.0,38.0,50.0,2.52,4.58,22.8,2.0,4.0,19.0,228.0,161.0,161.0,9.0,2.55,5.62,6.01,26.44,26.44,25.38
COL,2024,COL,COL,Team Level,all,54,0.52,0.53,0.53,195754.0,1701.51,168.57,113.76,413.87,57.6,940.22,666.97,160.32,168.6,160.34,1587.0,774.0,1035.0,3396.0,176.0,158.0,23.0,295.0,6.0,772.0,954.0,1411.0,2185.0,145.0,310.0,1389.0,1016.0,261.0,809.0,1754.0,428.0,179.0,51.73,53.02,63.82,66.0,52.0,58.0,3390.61,2361.0,2359.39,343.0,25.31,34.36,34.42,159.46,159.53,154.77,1550.11,154.99,104.92,377.89,52.48,835.23,598.49,148.21,155.35,148.57,1427.0,697.0,859.0,2983.0,164.0,171.0,18.0,306.0,2.0,648.0,833.0,1263.0,1960.0,176.0,367.0,1698.0,1034.0,242.0,788.0,1538.0,411.0,175.0,42.21,51.32,61.46,59.0,55.0,50.0,2991.75,2124.0,2130.66,360.0,23.43,35.38,35.38,143.05,143.47,140.56
COL,2024,COL,COL,Team Level,5on5,54,0.52,0.54,0.53,159539.0,1344.63,108.14,84.48,346.66,45.4,739.47,541.84,105.07,108.16,105.1,1254.0,612.0,866.0,2732.0,107.0,118.0,18.0,248.0,4.0,615.0,774.0,1147.0,1759.0,126.0,269.0,1091.0,957.0,228.0,709.0,1447.0,321.0,98.0,41.43,39.41,27.3,49.0,38.0,20.0,2726.61,1866.0,1864.39,305.0,17.47,23.79,23.85,101.76,101.83,100.55,1207.97,100.0,76.91,308.73,40.68,648.32,482.35,96.58,100.36,96.94,1105.0,552.0,706.0,2363.0,111.0,128.0,15.0,259.0,1.0,468.0,690.0,994.0,1546.0,154.0,321.0,1340.0,977.0,205.0,713.0,1249.0,317.0,91.0,33.95,39.86,26.19,50.0,43.0,18.0,2371.75,1657.0,1663.66,333.0,15.93,25.65,25.4,90.53,90.96,89.75
COL,2024,COL,COL,Team Level,4on5,54,0.11,0.14,0.15,12471.0,35.53,2.78,1.53,5.13,1.13,10.91,25.52,2.76,2.78,2.76,36.0,11.0,7.0,54.0,3.0,2.0,0.0,2.0,0.0,7.0,33.0,33.0,44.0,3.0,6.0,89.0,26.0,12.0,26.0,34.0,10.0,3.0,1.04,1.09,0.66,2.0,1.0,0.0,54.0,47.0,47.0,22.0,0.36,0.33,0.33,2.81,2.81,2.8,190.67,21.66,17.39,42.2,6.54,111.39,57.82,20.73,21.66,20.73,186.0,71.0,81.0,338.0,24.0,20.0,0.0,29.0,0.0,106.0,78.0,162.0,233.0,10.0,22.0,127.0,18.0,11.0,33.0,185.0,42.0,30.0,4.99,5.22,11.46,7.0,6.0,11.0,338.0,257.0,257.0,2.0,4.53,3.26,3.13,23.07,23.07,22.44
COL,2024,COL,COL,Team Level,5on4,54,0.89,0.87,0.84,14722.0,190.72,27.58,17.66,38.97,6.51,116.32,59.94,24.39,27.58,24.39,174.0,93.0,106.0,373.0,30.0,27.0,3.0,33.0,1.0,86.0,90.0,144.0,237.0,10.0,23.0,116.0,15.0,7.0,44.0,181.0,50.0,36.0,5.38,6.2,16.0,9.0,7.0,14.0,373.0,267.0,267.0,8.0,4.55,7.6,7.6,24.52,24.52,22.58,37.57,3.43,1.81,6.01,1.23,11.53,24.98,3.34,3.43,3.34,35.0,14.0,5.0,54.0,4.0,5.0,1.0,3.0,0.0,3.0,34.0,31.0,45.0,5.0,10.0,124.0,28.0,16.0,19.0,31.0,14.0,4.0,0.75,1.66,1.02,0.0,2.0,2.0,54.0,49.0,49.0,16.0,0.42,0.85,0.85,3.0,3.0,2.99
LAK,2024,LAK,LAK,Team Level,other,50,0.5,0.46,0.42,7347.0,71.47,20.5,4.8,12.59,2.33,37.21,22.57,19.44,20.5,19.44,64.0,36.0,51.0,151.0,21.0,3.0,1.0,6.0,0.0,41.0,29.0,43.0,79.0,3.0,4.0,67.0,17.0,12.0,18.0,51.0,19.0,30.0,2.13,2.37,16.0,2.0,1.0,18.0,151.0,100.0,100.0,10.0,1.38,0.91,0.91,20.97,20.97,19.92,99.05,20.52,7.32,18.94,3.42,53.79,32.01,19.35,20.52,19.35,93.0,43.0,41.0,177.0,26.0,15.0,3.0,13.0,1.0,39.0,42.0,67.0,110.0,0.0,0.0,75.0,20.0,12.0,12.0,71.0,38.0,27.0,2.62,4.52,13.38,4.0,9.0,13.0,177.0,136.0,136.0,2.0,2.1,3.23,3.23,19.39,19.39,18.66
LAK,2024,LAK,LAK,Team Level,all,50,0.52,0.52,0.52,181208.0,1556.45,146.97,103.91,383.82,52.89,832.85,612.55,139.9,149.15,141.99,1366.0,767.0,855.0,2988.0,139.0,167.0,23.0,272.0,7.0,706.0,842.0,1227.0,1994.0,173.0,392.0,1413.0,1078.0,244.0,662.0,1601.0,355.0,177.0,43.22,44.38,59.37,52.0,36.0,51.0,3026.63,2133.0,2160.77,305.0,22.91,34.52,34.66,135.21,137.12,134.06,1413.98,135.56,94.99,342.44,47.78,766.34,551.9,130.08,134.82,129.33,1277.0,662.0,812.0,2751.0,126.0,137.0,20.0,240.0,6.0,603.0,827.0,1151.0,1813.0,145.0,333.0,1348.0,1121.0,245.0,660.0,1431.0,371.0,137.0,40.46,46.93,48.18,48.0,43.0,35.0,2725.85,1939.0,1926.6,295.0,21.27,28.16,28.22,128.62,127.8,125.13
LAK,2024,LAK,LAK,Team Level,5on5,50,0.56,0.53,0.54,148532.0,1282.78,107.81,82.0,326.72,43.67,684.26,514.53,103.23,109.99,105.31,1118.0,641.0,709.0,2468.0,101.0,138.0,22.0,236.0,6.0,568.0,710.0,1017.0,1658.0,155.0,360.0,1113.0,1019.0,205.0,571.0,1339.0,299.0,121.0,36.33,37.49,33.99,46.0,30.0,25.0,2506.63,1759.0,1786.77,267.0,17.02,29.68,30.11,94.72,96.62,95.23,1102.85,86.3,69.63,279.38,37.36,598.74,448.59,83.56,85.56,82.82,990.0,530.0,686.0,2206.0,77.0,96.0,12.0,197.0,5.0,472.0,673.0,913.0,1443.0,131.0,303.0,1071.0,1070.0,206.0,588.0,1183.0,267.0,70.0,31.6,34.05,20.65,37.0,29.0,11.0,2180.85,1520.0,1507.6,268.0,14.42,18.1,18.36,82.36,81.55,80.55
LAK,2024,LAK,LAK,Team Level,4on5,50,0.13,0.14,0.16,14031.0,35.01,3.93,1.89,5.53,1.17,10.75,22.74,3.7,3.93,3.7,34.0,12.0,7.0,53.0,1.0,5.0,0.0,2.0,1.0,6.0,31.0,33.0,45.0,5.0,10.0,115.0,33.0,14.0,32.0,29.0,11.0,6.0,0.71,1.41,1.81,1.0,0.0,0.0,53.0,46.0,46.0,24.0,0.43,0.82,0.82,3.54,3.54,3.51,186.73,26.26,16.83,40.76,6.23,105.73,53.19,24.75,26.26,24.75,168.0,81.0,76.0,325.0,21.0,23.0,4.0,29.0,0.0,86.0,90.0,147.0,228.0,9.0,18.0,130.0,8.0,11.0,37.0,156.0,55.0,38.0,5.66,6.97,13.64,6.0,5.0,10.0,325.0,249.0,249.0,6.0,4.49,6.32,6.12,24.63,24.63,23.69
LAK,2024,LAK,LAK,Team Level,5on4,50,0.86,0.88,0.87,11298.0,167.19,14.72,15.22,38.98,5.73,100.63,52.71,13.54,14.72,13.54,150.0,78.0,88.0,316.0,16.0,21.0,0.0,28.0,0.0,91.0,72.0,134.0,212.0,10.0,18.0,118.0,9.0,13.0,41.0,182.0,26.0,20.0,4.06,3.1,7.56,3.0,5.0,8.0,316.0,228.0,228.0,4.0,4.08,3.12,2.82,15.98,15.98,15.41,25.34,2.48,1.21,3.36,0.77,8.07,18.11,2.42,2.48,2.42,26.0,8.0,9.0,43.0,2.0,3.0,1.0,1.0,0.0,6.0,22.0,24.0,32.0,5.0,12.0,72.0,23.0,16.0,23.0,21.0,11.0,2.0,0.58,1.39,0.51,1.0,0.0,1.0,43.0,34.0,34.0,19.0,0.27,0.52,0.52,2.24,2.24,2.23
BUF,2024,BUF,BUF,Team Level,other,52,0.47,0.5,0.51,9087.0,121.03,26.7,8.75,22.2,3.99,65.52,35.85,24.93,26.7,24.93,102.0,61.0,56.0,219.0,20.0,16.0,4.0,21.0,2.0,62.0,42.0,82.0,143.0,8.0,16.0,83.0,25.0,13.0,25.0,87.0,41.0,35.0,3.62,5.17,17.91,4.0,3.0,13.0,219.0,163.0,163.0,11.0,2.52,5.56,6.06,23.16,23.16,22.13,113.6,30.29,7.93,19.76,3.84,59.93,35.25,28.33,30.29,28.33,100.0,57.0,62.0,219.0,33.0,8.0,2.0,12.0,1.0,60.0,43.0,67.0,124.0,5.0,10.0,131.0,26.0,17.0,21.0,77.0,37.0,43.0,3.18,4.45,22.66,6.0,7.0,20.0,219.0,157.0,157.0,14.0,2.3,2.09,2.09,30.5,30.5,28.67
BUF,2024,BUF,BUF,Team Level,all,52,0.48,0.5,0.5,189057.0,1642.81,158.69,111.53,400.43,55.02,899.02,637.31,151.51,158.99,151.79,1454.0,808.0,865.0,3127.0,162.0,166.0,21.0,303.0,6.0,700.0,925.0,1292.0,2100.0,199.0,449.0,1471.0,1115.0,240.0,731.0,1695.0,399.0,168.0,49.57,49.35,59.78,72.0,52.0,38.0,3130.35,2262.0,2264.05,361.0,24.92,36.3,36.3,147.32,147.5,143.92,1652.89,174.44,111.74,397.73,55.55,894.6,644.96,165.9,174.27,165.8,1523.0,756.0,832.0,3111.0,176.0,178.0,33.0,292.0,9.0,734.0,890.0,1347.0,2103.0,198.0,436.0,1584.0,1133.0,278.0,760.0,1654.0,422.0,203.0,47.43,53.36,73.65,56.0,55.0,65.0,3096.65,2279.0,2276.43,367.0,24.81,36.07,36.78,162.47,162.57,158.32
BUF,2024,BUF,BUF,Team Level,5on5,52,0.48,0.5,0.5,150196.0,1256.31,99.64,81.54,323.02,42.32,692.35,503.12,96.35,99.95,96.63,1104.0,638.0,698.0,2440.0,115.0,118.0,14.0,238.0,3.0,530.0,738.0,989.0,1627.0,173.0,397.0,1120.0,1025.0,203.0,647.0,1368.0,284.0,90.0,38.57,35.88,25.2,62.0,41.0,12.0,2443.35,1742.0,1744.05,328.0,16.86,24.69,24.29,92.22,92.4,90.95,1272.24,109.52,82.17,324.18,42.9,686.27,507.95,105.5,109.36,105.4,1160.0,593.0,661.0,2414.0,111.0,146.0,27.0,227.0,5.0,559.0,705.0,1049.0,1642.0,174.0,388.0,1170.0,1045.0,231.0,676.0,1312.0,330.0,111.0,37.19,42.06,30.27,47.0,40.0,24.0,2399.66,1753.0,1750.43,321.0,17.04,28.27,28.63,97.94,98.03,96.6
BUF,2024,BUF,BUF,Team Level,4on5,52,0.12,0.15,0.17,14882.0,46.56,4.1,2.46,7.38,1.51,15.15,32.39,3.94,4.1,3.94,53.0,10.0,7.0,70.0,4.0,5.0,1.0,1.0,1.0,6.0,46.0,49.0,59.0,5.0,10.0,140.0,55.0,12.0,21.0,45.0,13.0,5.0,1.36,1.56,1.18,2.0,1.0,1.0,70.0,63.0,63.0,18.0,0.58,0.86,0.85,3.83,3.83,3.78,221.78,30.67,19.36,47.31,7.36,134.0,70.3,28.17,30.67,28.17,213.0,96.0,103.0,412.0,29.0,22.0,4.0,49.0,2.0,104.0,103.0,184.0,280.0,14.0,28.0,146.0,17.0,16.0,39.0,221.0,44.0,44.0,5.78,5.29,19.61,2.0,7.0,20.0,412.0,309.0,309.0,11.0,4.95,5.57,5.92,29.7,29.7,28.74
BUF,2024,BUF,BUF,Team Level,5on4,52,0.88,0.86,0.83,14892.0,218.92,28.26,18.77,47.83,7.2,125.99,65.96,26.28,28.26,26.28,195.0,99.0,104.0,398.0,23.0,27.0,2.0,43.0,0.0,102.0,99.0,172.0,271.0,13.0,26.0,128.0,10.0,12.0,38.0,195.0,61.0,38.0,6.02,6.74,15.49,4.0,7.0,12.0,398.0,294.0,294.0,4.0,4.97,5.18,5.1,28.13,28.13,27.06,45.27,3.95,2.29,6.47,1.44,14.4,31.45,3.91,3.95,3.91,50.0,10.0,6.0,66.0,3.0,2.0,0.0,4.0,1.0,11.0,39.0,47.0,57.0,5.0,10.0,137.0,45.0,14.0,24.0,44.0,11.0,5.0,1.28,1.57,1.11,1.0,1.0,1.0,66.0,60.0,60.0,21.0,0.52,0.14,0.14,4.34,4.34,4.3
