team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
COL,2024,COL,COL,Team Level,5on4,51,0.89,0.87,0.84,13919.0,176.25,26.54,16.27,35.64,5.92,107.16,55.47,23.38,26.54,23.38,163.0,84.0,101.0,348.0,27.0,24.0,3.0,32.0,1.0,79.0,84.0,136.0,220.0,10.0,23.0,109.0,15.0,5.0,43.0,165.0,46.0,36.0,4.78,5.77,16.0,7.0,6.0,14.0,348.0,247.0,247.0,8.0,4.21,7.41,7.41,23.34,23.34,21.43,36.11,3.41,1.76,5.76,1.2,11.08,23.79,3.32,3.41,3.32,34.0,13.0,5.0,52.0,4.0,5.0,1.0,3.0,0.0,3.0,32.0,30.0,43.0,5.0,10.0,117.0,26.0,16.0,19.0,29.0,14.0,4.0,0.73,1.66,1.02,0.0,2.0,2.0,52.0,47.0,47.0,16.0,0.41,0.85,0.85,2.97,2.97,2.95
TOR,2024,TOR,TOR,Team Level,other,50,0.55,0.49,0.51,7426.0,102.12,28.78,7.07,17.35,3.47,51.55,32.78,27.0,28.78,27.0,95.0,46.0,37.0,178.0,25.0,13.0,0.0,15.0,0.0,47.0,41.0,70.0,116.0,2.0,6.0,81.0,10.0,7.0,19.0,62.0,32.0,47.0,2.63,4.16,21.99,4.0,3.0,18.0,178.0,141.0,141.0,10.0,2.0,3.43,3.43,27.36,27.36,26.32,99.81,23.56,7.82,17.67,3.46,55.43,29.05,22.01,23.56,22.01,94.0,43.0,46.0,183.0,30.0,8.0,1.0,18.0,0.0,49.0,32.0,64.0,107.0,3.0,14.0,76.0,13.0,10.0,20.0,76.0,30.0,31.0,3.05,3.94,16.57,7.0,7.0,16.0,183.0,137.0,137.0,7.0,2.25,2.08,2.08,23.73,23.73,22.44
TOR,2024,TOR,TOR,Team Level,all,50,0.5,0.49,0.5,180959.0,1554.95,158.34,105.05,372.1,51.44,840.56,604.5,151.43,158.17,151.25,1432.0,700.0,793.0,2925.0,154.0,144.0,14.0,306.0,4.0,634.0,890.0,1278.0,1978.0,170.0,373.0,1437.0,1218.0,236.0,722.0,1552.0,387.0,193.0,44.24,48.51,65.6,46.0,61.0,47.0,2912.01,2132.0,2125.98,358.0,23.26,29.3,29.3,152.3,151.97,148.25,1563.93,156.76,104.5,381.93,52.88,851.05,612.88,149.24,157.86,150.29,1443.0,717.0,877.0,3037.0,144.0,161.0,19.0,314.0,2.0,692.0,847.0,1299.0,2016.0,164.0,374.0,1309.0,999.0,247.0,697.0,1605.0,377.0,178.0,43.15,47.61,65.99,52.0,46.0,46.0,3053.6,2160.0,2177.07,319.0,23.32,32.67,32.85,147.22,148.4,144.02
TOR,2024,TOR,TOR,Team Level,5on5,50,0.51,0.49,0.5,146771.0,1227.26,100.14,78.14,309.26,40.69,663.64,490.14,96.7,99.96,96.52,1128.0,554.0,658.0,2340.0,99.0,105.0,7.0,249.0,4.0,491.0,734.0,1029.0,1583.0,160.0,348.0,1110.0,1166.0,211.0,640.0,1288.0,291.0,103.0,35.15,36.38,28.61,35.0,51.0,13.0,2327.01,1682.0,1675.98,318.0,16.19,20.16,20.68,95.64,95.32,93.87,1211.44,97.23,76.04,313.06,41.16,658.43,493.08,94.1,98.34,95.14,1106.0,573.0,719.0,2398.0,84.0,128.0,16.0,245.0,2.0,523.0,697.0,1022.0,1595.0,143.0,321.0,1007.0,950.0,212.0,612.0,1305.0,274.0,100.0,34.22,34.57,28.44,41.0,30.0,13.0,2414.6,1679.0,1696.07,289.0,15.74,23.59,24.07,88.9,90.08,88.92
TOR,2024,TOR,TOR,Team Level,4on5,50,0.06,0.1,0.12,13828.0,28.72,2.18,1.33,4.43,0.88,9.33,20.85,2.16,2.18,2.16,33.0,6.0,5.0,44.0,3.0,0.0,0.0,5.0,0.0,8.0,23.0,30.0,36.0,4.0,11.0,131.0,31.0,12.0,25.0,30.0,6.0,3.0,0.8,0.7,0.68,2.0,0.0,1.0,44.0,39.0,39.0,23.0,0.31,0.0,0.0,2.49,2.49,2.46,212.8,31.6,18.44,44.93,6.9,124.56,63.56,28.97,31.6,28.97,196.0,94.0,110.0,400.0,27.0,21.0,2.0,49.0,0.0,109.0,84.0,169.0,263.0,15.0,33.0,120.0,12.0,10.0,47.0,188.0,62.0,40.0,4.89,7.53,19.17,4.0,7.0,16.0,400.0,290.0,290.0,6.0,4.83,5.95,5.65,30.77,30.77,28.87
TOR,2024,TOR,TOR,Team Level,5on4,50,0.86,0.87,0.83,12934.0,196.86,27.25,18.52,41.06,6.4,116.04,60.73,25.57,27.25,25.57,176.0,94.0,93.0,363.0,27.0,26.0,7.0,37.0,0.0,88.0,92.0,149.0,243.0,4.0,8.0,115.0,11.0,6.0,38.0,172.0,58.0,40.0,5.65,7.28,14.31,5.0,7.0,15.0,363.0,270.0,270.0,7.0,4.75,5.71,5.19,26.81,26.81,25.59,39.88,4.35,2.2,6.27,1.36,12.63,27.19,4.16,4.35,4.16,47.0,7.0,2.0,56.0,3.0,4.0,0.0,2.0,0.0,11.0,34.0,44.0,51.0,3.0,6.0,106.0,24.0,15.0,18.0,36.0,11.0,7.0,0.99,1.57,1.79,0.0,2.0,1.0,56.0,54.0,54.0,17.0,0.5,1.04,1.04,3.81,3.81,3.8
WSH,2024,WSH,WSH,Team Level,other,49,0.58,0.48,0.49,7441.0,95.85,28.64,5.64,16.36,3.04,46.49,34.82,26.38,28.64,26.38,89.0,46.0,46.0,181.0,28.0,4.0,0.0,17.0,1.0,52.0,33.0,61.0,107.0,3.0,14.0,89.0,20.0,9.0,16.0,78.0,16.0,41.0,2.91,2.11,23.62,5.0,0.0,23.0,181.0,135.0,135.0,4.0,1.63,1.34,1.34,28.94,28.94,26.65,102.91,20.7,7.47,18.89,3.45,58.57,30.94,19.19,20.7,19.19,85.0,55.0,57.0,197.0,14.0,7.0,0.0,24.0,1.0,56.0,38.0,71.0,126.0,2.0,6.0,86.0,16.0,15.0,19.0,76.0,39.0,25.0,3.32,4.85,12.52,2.0,3.0,9.0,197.0,140.0,140.0,5.0,2.2,2.44,2.56,20.34,20.34,18.93
WSH,2024,WSH,WSH,Team Level,all,49,0.53,0.49,0.51,178276.0,1533.91,168.77,100.9,374.48,52.42,816.39,601.04,159.86,170.51,161.57,1341.0,773.0,803.0,2917.0,171.0,160.0,16.0,275.0,3.0,615.0,890.0,1170.0,1943.0,174.0,388.0,1405.0,968.0,216.0,734.0,1495.0,419.0,200.0,43.51,53.14,72.13,63.0,48.0,60.0,2968.2,2114.0,2149.78,354.0,22.41,33.27,33.34,157.84,159.62,154.34,1509.9,148.34,100.29,364.97,50.81,809.65,584.95,140.47,147.49,139.69,1340.0,719.0,923.0,2982.0,116.0,158.0,12.0,302.0,3.0,662.0,818.0,1224.0,1943.0,169.0,377.0,1359.0,951.0,222.0,761.0,1497.0,387.0,175.0,42.87,48.55,56.92,46.0,32.0,38.0,2939.13,2059.0,2038.13,356.0,22.44,34.55,34.55,136.22,135.49,131.73
WSH,2024,WSH,WSH,Team Level,5on5,49,0.51,0.5,0.51,144543.0,1200.21,107.94,75.84,308.0,41.36,645.87,481.98,103.99,109.67,105.71,1033.0,628.0,662.0,2323.0,113.0,121.0,14.0,220.0,0.0,469.0,738.0,920.0,1548.0,158.0,345.0,1072.0,888.0,183.0,649.0,1223.0,325.0,113.0,35.44,41.28,31.22,51.0,39.0,23.0,2374.2,1661.0,1696.78,326.0,15.78,23.7,23.7,100.02,101.81,100.32,1161.2,102.11,73.1,294.16,39.22,614.95,459.45,96.94,101.27,96.16,1027.0,556.0,757.0,2340.0,80.0,120.0,9.0,230.0,1.0,501.0,651.0,947.0,1503.0,150.0,334.0,1030.0,896.0,189.0,668.0,1174.0,292.0,117.0,32.62,37.25,32.23,40.0,25.0,15.0,2297.13,1583.0,1562.13,322.0,15.19,26.45,26.33,90.98,90.24,88.51
WSH,2024,WSH,WSH,Team Level,4on5,49,0.14,0.13,0.14,13631.0,35.9,3.57,1.8,5.7,1.28,11.54,24.11,3.48,3.57,3.48,37.0,11.0,7.0,55.0,3.0,3.0,0.0,2.0,1.0,7.0,32.0,34.0,45.0,2.0,4.0,107.0,32.0,14.0,24.0,34.0,11.0,3.0,0.87,1.43,1.27,2.0,1.0,0.0,55.0,48.0,48.0,19.0,0.41,1.01,1.09,2.89,2.89,2.87,205.44,21.65,17.95,45.9,6.94,123.67,66.9,20.49,21.65,20.49,184.0,99.0,102.0,385.0,18.0,28.0,3.0,45.0,1.0,93.0,98.0,166.0,265.0,9.0,18.0,135.0,14.0,5.0,53.0,208.0,48.0,27.0,5.85,5.46,10.34,4.0,2.0,12.0,385.0,283.0,283.0,11.0,4.64,5.04,5.04,21.25,21.25,20.64
WSH,2024,WSH,WSH,Team Level,5on4,49,0.88,0.86,0.84,12661.0,201.94,28.62,17.61,44.43,6.74,112.49,60.11,26.01,28.62,26.01,182.0,88.0,88.0,358.0,27.0,32.0,2.0,36.0,1.0,87.0,87.0,155.0,243.0,11.0,25.0,137.0,28.0,10.0,45.0,160.0,67.0,43.0,4.28,8.32,16.01,5.0,8.0,14.0,358.0,270.0,270.0,5.0,4.59,7.22,7.22,25.99,25.99,24.49,40.34,3.88,1.77,6.03,1.19,12.47,27.67,3.85,3.88,3.85,44.0,9.0,7.0,60.0,4.0,3.0,0.0,3.0,0.0,12.0,31.0,40.0,49.0,8.0,19.0,108.0,25.0,13.0,21.0,39.0,8.0,6.0,1.08,0.99,1.82,0.0,2.0,2.0,60.0,53.0,53.0,18.0,0.4,0.62,0.62,3.66,3.66,3.65
OTT,2024,OTT,OTT,Team Level,other,50,0.47,0.51,0.51,8472.0,106.07,21.92,7.66,18.96,3.77,62.97,35.72,19.8,21.92,19.8,98.0,53.0,59.0,210.0,22.0,8.0,0.0,20.0,0.0,59.0,42.0,76.0,129.0,3.0,6.0,98.0,26.0,11.0,20.0,83.0,37.0,31.0,3.57,4.39,13.96,8.0,8.0,6.0,210.0,151.0,151.0,9.0,2.28,2.26,2.26,21.93,21.93,20.13,103.62,24.62,7.3,19.36,3.79,57.25,31.7,22.15,24.62,22.15,102.0,42.0,55.0,199.0,17.0,16.0,0.0,16.0,0.0,51.0,44.0,85.0,127.0,3.0,6.0,89.0,24.0,14.0,23.0,77.0,29.0,38.0,3.03,3.94,17.65,3.0,4.0,10.0,199.0,144.0,144.0,11.0,2.2,3.72,3.72,23.1,23.1,21.53
OTT,2024,OTT,OTT,Team Level,all,50,0.48,0.51,0.52,181426.0,1567.32,143.41,103.12,378.82,52.9,862.77,621.97,137.66,144.17,138.39,1457.0,706.0,874.0,3037.0,136.0,140.0,16.0,309.0,3.0,680.0,895.0,1321.0,2027.0,189.0,414.0,1487.0,1298.0,259.0,660.0,1628.0,382.0,153.0,44.99,46.71,51.71,51.0,46.0,39.0,3053.64,2163.0,2173.0,312.0,23.06,26.3,26.3,140.18,140.68,137.09,1471.25,152.43,96.91,357.47,49.76,795.59,569.84,141.18,151.96,140.75,1371.0,651.0,847.0,2869.0,135.0,153.0,21.0,281.0,6.0,611.0,836.0,1236.0,1887.0,202.0,451.0,1378.0,1204.0,231.0,785.0,1477.0,360.0,185.0,41.27,45.64,65.51,43.0,45.0,47.0,2852.4,2022.0,2012.63,375.0,21.83,32.72,32.72,141.54,141.08,134.03
OTT,2024,OTT,OTT,Team Level,5on5,50,0.5,0.51,0.52,145100.0,1214.28,93.97,74.52,309.57,40.84,661.99,494.11,91.06,94.73,91.8,1125.0,550.0,689.0,2364.0,80.0,105.0,12.0,247.0,3.0,515.0,725.0,1045.0,1595.0,170.0,378.0,1104.0,1236.0,215.0,573.0,1312.0,269.0,94.0,34.97,33.31,25.69,36.0,25.0,19.0,2380.64,1675.0,1685.0,285.0,15.4,20.64,20.64,88.73,89.23,87.99,1138.31,92.42,70.92,292.58,38.81,618.3,460.97,89.02,91.95,88.58,1052.0,522.0,697.0,2271.0,93.0,113.0,17.0,218.0,4.0,464.0,682.0,959.0,1481.0,179.0,405.0,1066.0,1144.0,189.0,692.0,1218.0,258.0,98.0,33.02,32.89,26.52,39.0,32.0,22.0,2254.4,1574.0,1564.62,335.0,14.7,21.64,22.16,84.97,84.51,83.0
OTT,2024,OTT,OTT,Team Level,4on5,50,0.11,0.14,0.16,13170.0,39.05,4.16,1.78,5.47,1.21,11.69,26.69,4.11,4.16,4.11,37.0,14.0,5.0,56.0,5.0,2.0,1.0,1.0,0.0,6.0,37.0,32.0,46.0,9.0,16.0,134.0,23.0,17.0,19.0,30.0,18.0,3.0,0.85,2.46,0.85,2.0,2.0,1.0,56.0,51.0,51.0,15.0,0.41,0.46,0.46,4.11,4.11,4.11,201.01,33.41,17.41,40.95,6.33,111.23,57.67,28.07,33.41,28.07,194.0,73.0,86.0,353.0,24.0,23.0,4.0,45.0,2.0,90.0,83.0,170.0,243.0,15.0,30.0,106.0,13.0,14.0,45.0,152.0,68.0,47.0,4.42,8.21,20.79,0.0,9.0,15.0,353.0,267.0,267.0,6.0,4.63,7.23,6.7,31.34,31.34,27.39
OTT,2024,OTT,OTT,Team Level,5on4,50,0.92,0.9,0.89,14684.0,207.91,23.37,19.16,44.81,7.08,126.12,65.46,22.69,23.37,22.69,197.0,89.0,121.0,407.0,29.0,25.0,3.0,41.0,0.0,100.0,91.0,168.0,257.0,7.0,14.0,151.0,13.0,16.0,48.0,203.0,58.0,25.0,5.61,6.56,11.2,5.0,11.0,13.0,407.0,286.0,286.0,3.0,4.97,2.93,2.93,25.4,25.4,24.86,28.31,1.98,1.29,4.59,0.85,8.81,19.49,1.95,1.98,1.95,23.0,14.0,9.0,46.0,1.0,1.0,0.0,2.0,0.0,6.0,27.0,22.0,36.0,5.0,10.0,117.0,23.0,14.0,25.0,30.0,5.0,2.0,0.82,0.61,0.56,1.0,0.0,0.0,46.0,37.0,37.0,23.0,0.29,0.14,0.14,2.13,2.13,2.12
MTL,2024,MTL,MTL,Team Level,other,49,0.43,0.45,0.46,7108.0,84.76,16.3,5.89,15.47,2.98,46.32,29.03,15.25,16.3,15.25,70.0,46.0,42.0,158.0,18.0,5.0,1.0,11.0,3.0,44.0,35.0,52.0,98.0,7.0,19.0,89.0,24.0,16.0,18.0,65.0,27.0,24.0,2.76,3.19,10.35,2.0,6.0,10.0,158.0,116.0,116.0,5.0,1.7,1.33,1.33,16.67,16.67,15.63,100.71,21.93,7.18,17.81,3.28,52.16,31.66,20.28,21.93,20.28,97.0,37.0,56.0,190.0,18.0,12.0,1.0,16.0,1.0,50.0,37.0,79.0,116.0,4.0,11.0,84.0,20.0,6.0,19.0,67.0,38.0,29.0,3.03,5.04,13.85,2.0,6.0,10.0,190.0,134.0,134.0,7.0,2.12,4.24,4.24,19.81,19.81,19.0
MTL,2024,MTL,MTL,Team Level,all,49,0.45,0.47,0.47,178652.0,1409.46,140.44,94.27,336.28,47.89,765.58,560.54,135.78,139.76,135.11,1281.0,664.0,793.0,2738.0,148.0,131.0,19.0,245.0,7.0,638.0,776.0,1133.0,1797.0,199.0,430.0,1336.0,1159.0,236.0,680.0,1390.0,414.0,141.0,43.38,51.11,45.95,58.0,51.0,39.0,2715.18,1945.0,1933.09,314.0,20.85,25.43,26.17,135.12,134.32,131.2,1595.15,171.39,108.25,375.65,52.87,845.91,608.92,161.84,173.75,164.05,1451.0,712.0,919.0,3082.0,163.0,164.0,19.0,300.0,2.0,657.0,877.0,1288.0,2000.0,177.0,382.0,1359.0,1021.0,239.0,676.0,1517.0,435.0,211.0,45.53,54.22,71.64,61.0,58.0,44.0,3119.36,2163.0,2186.93,313.0,24.23,39.34,39.39,156.25,158.03,153.51
MTL,2024,MTL,MTL,Team Level,5on5,49,0.46,0.48,0.48,141924.0,1101.89,98.35,70.62,274.6,37.72,600.74,448.97,95.68,97.66,95.02,1017.0,514.0,660.0,2191.0,100.0,107.0,13.0,204.0,3.0,488.0,629.0,917.0,1431.0,172.0,368.0,999.0,1076.0,190.0,598.0,1126.0,318.0,87.0,34.77,39.67,23.91,50.0,35.0,15.0,2168.18,1531.0,1519.09,289.0,14.62,19.44,19.48,93.49,92.69,91.37,1229.43,116.06,78.73,305.24,41.08,646.51,483.37,111.4,118.43,113.61,1108.0,563.0,704.0,2375.0,115.0,134.0,16.0,233.0,1.0,472.0,716.0,993.0,1556.0,156.0,338.0,1002.0,951.0,202.0,587.0,1208.0,323.0,140.0,35.92,40.35,39.79,51.0,43.0,21.0,2412.36,1671.0,1694.93,287.0,16.36,30.18,30.57,101.86,103.64,101.87
MTL,2024,MTL,MTL,Team Level,4on5,49,0.11,0.12,0.15,15868.0,40.86,3.87,1.92,6.27,1.25,12.22,27.48,3.81,3.87,3.81,41.0,12.0,8.0,61.0,5.0,1.0,0.0,2.0,0.0,8.0,37.0,36.0,48.0,9.0,21.0,134.0,47.0,17.0,21.0,34.0,16.0,3.0,1.23,1.86,0.78,0.0,3.0,2.0,61.0,53.0,53.0,18.0,0.43,0.07,0.07,4.23,4.23,4.16,231.72,30.24,20.52,47.27,7.31,135.77,70.88,27.05,30.24,27.05,210.0,102.0,150.0,462.0,26.0,17.0,2.0,50.0,0.0,123.0,96.0,184.0,286.0,8.0,17.0,142.0,11.0,16.0,50.0,208.0,66.0,38.0,5.66,7.88,16.71,6.0,8.0,12.0,462.0,312.0,312.0,2.0,5.33,4.82,4.49,31.09,31.09,29.19
MTL,2024,MTL,MTL,Team Level,5on4,49,0.87,0.86,0.84,13752.0,181.96,21.93,15.85,39.94,5.94,106.3,55.06,21.04,21.93,21.04,153.0,92.0,83.0,328.0,25.0,18.0,5.0,28.0,1.0,98.0,75.0,128.0,220.0,11.0,22.0,114.0,12.0,13.0,43.0,165.0,53.0,27.0,4.63,6.38,10.92,6.0,7.0,12.0,328.0,245.0,245.0,2.0,4.1,4.58,5.29,20.74,20.74,20.04,33.28,3.16,1.82,5.34,1.2,11.47,23.02,3.12,3.16,3.12,36.0,10.0,9.0,55.0,4.0,1.0,0.0,1.0,0.0,12.0,28.0,32.0,42.0,9.0,16.0,131.0,39.0,15.0,20.0,34.0,8.0,4.0,0.92,0.96,1.29,2.0,1.0,1.0,55.0,46.0,46.0,17.0,0.42,0.09,0.09,3.49,3.49,3.45
FLA,2024,FLA,FLA,Team Level,other,51,0.47,0.55,0.52,7889.0,119.32,23.48,9.0,23.89,4.5,63.6,40.53,20.03,23.48,20.03,108.0,57.0,65.0,230.0,18.0,20.0,1.0,19.0,1.0,56.0,51.0,90.0,147.0,8.0,16.0,95.0,28.0,11.0,22.0,84.0,42.0,39.0,3.23,4.68,15.58,3.0,3.0,12.0,230.0,165.0,165.0,10.0,2.58,5.46,5.56,20.5,20.5,18.39,111.9,26.28,7.38,20.28,3.52,57.96,36.57,25.22,26.28,25.22,109.0,43.0,38.0,190.0,24.0,7.0,0.0,14.0,1.0,55.0,51.0,85.0,128.0,6.0,12.0,91.0,23.0,9.0,28.0,90.0,26.0,36.0,3.37,3.35,19.56,3.0,2.0,19.0,190.0,152.0,152.0,13.0,2.11,2.14,2.14,26.26,26.26,25.42
FLA,2024,FLA,FLA,Team Level,all,51,0.53,0.55,0.54,185884.0,1728.2,171.17,116.4,430.74,59.02,945.83,671.82,160.28,171.88,160.96,1587.0,808.0,954.0,3349.0,163.0,194.0,25.0,377.0,3.0,842.0,816.0,1424.0,2232.0,203.0,443.0,1527.0,1444.0,260.0,707.0,1776.0,418.0,201.0,49.87,50.82,70.48,60.0,53.0,50.0,3374.83,2395.0,2407.22,305.0,25.99,43.32,43.32,153.84,154.54,148.2,1502.81,151.05,100.07,365.41,50.24,809.21,581.03,144.43,150.65,144.09,1390.0,667.0,694.0,2751.0,152.0,147.0,15.0,306.0,5.0,660.0,787.0,1238.0,1905.0,200.0,435.0,1551.0,1174.0,235.0,740.0,1528.0,360.0,169.0,41.92,44.47,64.65,49.0,54.0,49.0,2747.97,2057.0,2054.29,380.0,22.52,31.48,31.48,142.09,141.9,138.29
FLA,2024,FLA,FLA,Team Level,5on5,51,0.54,0.55,0.54,150381.0,1338.91,108.65,84.45,350.82,45.47,736.07,534.53,104.12,109.36,104.8,1231.0,629.0,750.0,2610.0,101.0,139.0,16.0,307.0,1.0,658.0,654.0,1130.0,1759.0,184.0,405.0,1181.0,1349.0,222.0,627.0,1455.0,292.0,113.0,40.19,36.14,32.32,52.0,34.0,15.0,2635.83,1860.0,1872.22,271.0,17.45,28.05,28.44,97.67,98.36,96.53,1150.98,92.16,72.14,294.99,38.49,620.24,462.99,88.9,91.77,88.56,1056.0,525.0,564.0,2145.0,97.0,110.0,12.0,253.0,2.0,498.0,621.0,959.0,1484.0,177.0,389.0,1190.0,1091.0,192.0,643.0,1220.0,272.0,89.0,33.14,33.48,25.54,43.0,41.0,13.0,2141.97,1581.0,1578.29,342.0,14.98,22.8,22.8,84.34,84.14,82.8
FLA,2024,FLA,FLA,Team Level,4on5,51,0.11,0.15,0.16,14142.0,39.56,3.82,2.11,6.61,1.44,13.93,28.1,3.71,3.82,3.71,44.0,12.0,10.0,66.0,10.0,5.0,3.0,5.0,0.0,7.0,29.0,34.0,46.0,4.0,8.0,109.0,44.0,17.0,30.0,43.0,10.0,3.0,1.41,1.36,1.05,3.0,5.0,2.0,66.0,56.0,56.0,23.0,0.48,1.12,1.12,3.18,3.18,3.14,212.57,29.72,19.26,45.6,7.24,122.73,63.44,28.09,29.72,28.09,195.0,93.0,89.0,377.0,28.0,26.0,3.0,38.0,2.0,98.0,96.0,167.0,260.0,10.0,20.0,148.0,22.0,14.0,47.0,195.0,53.0,40.0,4.94,6.57,18.2,2.0,9.0,17.0,377.0,288.0,288.0,9.0,5.13,5.29,5.29,29.55,29.55,28.3
FLA,2024,FLA,FLA,Team Level,5on4,51,0.92,0.92,0.9,13472.0,230.4,35.22,20.85,49.42,7.62,132.24,68.66,32.43,35.22,32.43,204.0,110.0,129.0,443.0,34.0,30.0,5.0,46.0,1.0,121.0,82.0,170.0,280.0,7.0,14.0,142.0,23.0,10.0,28.0,194.0,74.0,46.0,5.05,8.64,21.54,2.0,11.0,21.0,443.0,314.0,314.0,1.0,5.47,8.68,8.19,32.49,32.49,30.16,27.36,2.88,1.29,4.54,0.99,8.28,18.02,2.22,2.88,2.22,30.0,6.0,3.0,39.0,3.0,4.0,0.0,1.0,0.0,9.0,19.0,27.0,33.0,7.0,14.0,122.0,38.0,20.0,22.0,23.0,9.0,4.0,0.47,1.07,1.34,1.0,2.0,0.0,39.0,36.0,36.0,16.0,0.3,1.25,1.25,1.94,1.94,1.77
UTA,2024,UTA,UTA,Team Level,other,49,0.43,0.46,0.45,6841.0,85.17,19.08,5.63,15.89,2.89,43.42,28.1,18.32,19.08,18.32,76.0,39.0,48.0,163.0,16.0,8.0,1.0,8.0,0.0,38.0,45.0,60.0,99.0,1.0,2.0,87.0,11.0,11.0,18.0,49.0,36.0,30.0,2.21,4.31,12.56,1.0,6.0,9.0,163.0,115.0,115.0,8.0,1.63,2.48,2.48,18.22,18.22,17.89,103.52,25.03,6.55,19.06,3.33,50.45,33.59,23.32,25.03,23.32,93.0,45.0,52.0,190.0,26.0,7.0,2.0,14.0,2.0,44.0,45.0,67.0,112.0,3.0,6.0,83.0,19.0,8.0,16.0,69.0,36.0,33.0,2.66,4.44,17.92,3.0,6.0,17.0,190.0,138.0,138.0,5.0,1.92,2.49,2.49,24.45,24.45,22.88
UTA,2024,UTA,UTA,Team Level,all,49,0.5,0.5,0.51,178644.0,1526.68,149.63,95.98,369.36,51.17,822.91,597.0,143.06,150.63,144.05,1343.0,744.0,845.0,2932.0,139.0,147.0,16.0,256.0,6.0,699.0,840.0,1204.0,1948.0,186.0,437.0,1455.0,811.0,244.0,837.0,1513.0,409.0,165.0,43.7,49.03,56.91,41.0,55.0,43.0,2957.2,2087.0,2104.74,399.0,21.03,30.39,30.39,140.21,141.27,138.24,1499.45,152.12,96.71,363.51,49.91,792.81,580.94,146.14,152.14,146.17,1391.0,645.0,864.0,2900.0,145.0,128.0,23.0,281.0,5.0,717.0,760.0,1246.0,1891.0,169.0,381.0,1381.0,1176.0,289.0,689.0,1459.0,420.0,157.0,43.21,51.49,57.42,48.0,46.0,51.0,2890.71,2036.0,2034.39,318.0,21.59,28.4,28.43,145.27,145.42,141.26
UTA,2024,UTA,UTA,Team Level,5on5,49,0.51,0.52,0.52,143888.0,1238.38,101.76,75.14,314.44,41.87,668.28,493.58,97.26,102.76,98.25,1087.0,609.0,705.0,2401.0,94.0,128.0,14.0,216.0,6.0,564.0,688.0,993.0,1602.0,163.0,389.0,1103.0,764.0,204.0,748.0,1292.0,304.0,100.0,37.21,36.79,27.77,35.0,43.0,16.0,2426.2,1696.0,1713.74,359.0,15.53,24.4,24.43,92.8,93.86,92.28,1135.48,96.71,68.85,289.52,38.1,598.2,454.6,93.96,96.73,93.99,1054.0,492.0,665.0,2211.0,90.0,102.0,15.0,222.0,2.0,529.0,601.0,964.0,1456.0,155.0,353.0,1070.0,1107.0,234.0,599.0,1155.0,297.0,94.0,33.62,36.9,26.2,39.0,34.0,17.0,2201.71,1546.0,1544.39,292.0,14.31,21.31,21.35,89.67,89.81,88.45
