team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NYR,2024,NYR,NYR,Team Level,all,49,0.5,0.49,0.49,177713.0,1605.8,164.54,106.87,383.24,52.75,855.77,625.81,155.45,165.85,156.6,1470.0,719.0,790.0,2979.0,148.0,153.0,24.0,300.0,5.0,685.0,898.0,1322.0,2041.0,179.0,396.0,1470.0,1146.0,256.0,726.0,1589.0,411.0,189.0,44.7,52.12,67.72,54.0,46.0,48.0,2996.22,2189.0,2204.24,361.0,23.89,34.05,34.05,154.39,155.45,150.67,1651.88,166.97,112.04,397.36,54.73,880.91,629.98,159.38,167.38,159.8,1513.0,729.0,819.0,3061.0,148.0,166.0,15.0,265.0,3.0,693.0,967.0,1365.0,2094.0,161.0,357.0,1267.0,904.0,246.0,806.0,1609.0,442.0,191.0,45.96,55.27,65.75,52.0,55.0,41.0,3065.94,2242.0,2243.85,363.0,24.95,34.22,34.22,157.7,158.05,154.32
NYR,2024,NYR,NYR,Team Level,5on5,49,0.5,0.49,0.49,144367.0,1248.13,108.76,79.41,313.3,40.89,660.48,495.16,103.89,110.08,105.04,1141.0,557.0,640.0,2338.0,103.0,124.0,19.0,239.0,4.0,513.0,715.0,1038.0,1595.0,164.0,363.0,1123.0,1075.0,211.0,629.0,1270.0,315.0,113.0,35.56,40.34,32.86,44.0,39.0,20.0,2355.22,1698.0,1713.24,322.0,16.54,25.93,25.93,99.37,100.43,98.56,1292.96,110.12,82.41,324.92,43.17,691.48,509.9,106.1,110.53,106.52,1195.0,567.0,687.0,2449.0,102.0,122.0,11.0,218.0,2.0,520.0,798.0,1093.0,1660.0,142.0,316.0,991.0,853.0,217.0,708.0,1315.0,333.0,114.0,37.38,41.57,31.17,46.0,44.0,12.0,2453.94,1762.0,1763.85,330.0,17.08,24.76,24.77,102.43,102.76,101.47
NYR,2024,NYR,NYR,Team Level,4on5,49,0.15,0.16,0.19,14903.0,55.35,5.27,2.77,8.21,1.7,17.43,37.62,5.18,5.27,5.18,61.0,12.0,4.0,77.0,7.0,4.0,0.0,2.0,0.0,10.0,50.0,54.0,66.0,5.0,10.0,140.0,42.0,20.0,34.0,51.0,16.0,6.0,1.4,1.92,1.95,4.0,1.0,2.0,77.0,73.0,73.0,25.0,0.64,0.81,0.81,5.1,5.1,5.04,234.22,28.86,21.85,50.77,7.64,133.29,70.61,26.63,28.86,26.63,211.0,102.0,87.0,400.0,20.0,36.0,3.0,38.0,1.0,122.0,96.0,191.0,293.0,8.0,16.0,121.0,11.0,6.0,53.0,205.0,69.0,39.0,5.6,8.58,14.68,1.0,7.0,12.0,400.0,313.0,313.0,7.0,5.67,6.71,6.71,27.82,27.82,26.33
NYR,2024,NYR,NYR,Team Level,5on4,49,0.91,0.89,0.88,11786.0,206.51,28.48,17.9,44.43,7.01,124.98,64.21,25.8,28.48,25.8,188.0,99.0,95.0,382.0,24.0,18.0,5.0,47.0,0.0,108.0,90.0,164.0,263.0,6.0,12.0,132.0,13.0,14.0,41.0,200.0,51.0,36.0,5.44,6.25,16.79,4.0,4.0,16.0,382.0,287.0,287.0,4.0,4.72,4.93,4.93,28.27,28.27,26.57,30.71,2.75,1.31,4.35,0.88,9.22,21.49,2.72,2.75,2.72,29.0,11.0,9.0,49.0,3.0,2.0,0.0,1.0,0.0,6.0,28.0,26.0,37.0,4.0,8.0,90.0,22.0,11.0,21.0,30.0,7.0,3.0,0.86,0.8,1.08,2.0,1.0,0.0,49.0,40.0,40.0,19.0,0.3,0.54,0.53,2.52,2.52,2.52
NSH,2024,NSH,NSH,Team Level,other,48,0.61,0.62,0.59,8094.0,132.55,36.07,9.32,22.72,4.58,69.96,40.36,31.52,36.07,31.52,117.0,66.0,84.0,267.0,24.0,17.0,3.0,33.0,2.0,52.0,55.0,93.0,159.0,5.0,10.0,108.0,15.0,10.0,23.0,75.0,50.0,58.0,3.32,6.2,26.55,3.0,5.0,16.0,267.0,183.0,183.0,12.0,2.89,5.72,6.11,32.84,32.84,29.95,90.01,23.43,5.89,15.93,2.92,45.93,33.89,21.94,23.43,21.94,87.0,41.0,39.0,167.0,31.0,3.0,1.0,16.0,2.0,35.0,41.0,56.0,97.0,6.0,12.0,104.0,30.0,7.0,31.0,59.0,32.0,37.0,2.26,3.88,17.29,6.0,4.0,21.0,167.0,128.0,128.0,13.0,1.72,1.01,1.01,24.14,24.14,22.89
NSH,2024,NSH,NSH,Team Level,all,48,0.52,0.52,0.51,174128.0,1559.27,159.62,106.14,372.28,52.63,851.68,603.65,150.75,159.62,150.74,1450.0,696.0,882.0,3028.0,129.0,153.0,13.0,340.0,3.0,669.0,852.0,1321.0,2017.0,181.0,440.0,1447.0,1202.0,229.0,760.0,1553.0,412.0,181.0,44.29,50.94,64.39,41.0,50.0,38.0,3015.98,2146.0,2142.57,335.0,23.95,31.66,31.66,151.9,151.79,146.82,1476.76,149.16,99.42,356.51,49.24,792.86,581.82,141.04,149.23,141.15,1404.0,625.0,736.0,2765.0,154.0,132.0,11.0,282.0,3.0,633.0,825.0,1250.0,1875.0,179.0,443.0,1368.0,1004.0,261.0,769.0,1467.0,401.0,161.0,43.45,48.57,57.13,65.0,43.0,46.0,2773.33,2029.0,2033.95,388.0,22.27,28.28,28.28,143.14,143.42,138.56
NSH,2024,NSH,NSH,Team Level,5on5,48,0.51,0.52,0.51,140035.0,1181.96,98.53,77.19,299.04,40.01,644.28,471.95,95.12,98.54,95.1,1095.0,536.0,698.0,2329.0,73.0,110.0,7.0,260.0,1.0,507.0,680.0,1022.0,1558.0,152.0,379.0,1105.0,1136.0,193.0,673.0,1231.0,307.0,93.0,34.9,38.33,25.31,32.0,34.0,7.0,2316.98,1631.0,1627.57,304.0,16.01,21.56,21.24,93.32,93.21,91.81,1157.11,93.41,73.74,293.63,38.9,625.76,468.57,89.97,93.49,90.08,1098.0,496.0,599.0,2193.0,101.0,108.0,7.0,221.0,0.0,487.0,677.0,997.0,1493.0,157.0,394.0,1025.0,923.0,230.0,667.0,1221.0,289.0,84.0,35.42,34.89,23.1,57.0,30.0,14.0,2201.33,1594.0,1598.95,346.0,15.31,19.98,20.36,88.35,88.63,87.2
NSH,2024,NSH,NSH,Team Level,4on5,48,0.08,0.12,0.14,13413.0,32.21,2.66,1.51,4.6,0.95,10.39,22.89,2.56,2.66,2.56,36.0,7.0,4.0,47.0,1.0,1.0,0.0,4.0,0.0,7.0,30.0,35.0,42.0,8.0,16.0,116.0,33.0,17.0,20.0,34.0,5.0,4.0,1.02,0.6,1.03,1.0,0.0,0.0,47.0,43.0,43.0,17.0,0.35,0.29,0.29,2.71,2.71,2.61,194.61,29.33,17.9,41.34,6.28,109.29,55.87,26.15,29.33,26.15,180.0,80.0,88.0,348.0,20.0,21.0,3.0,43.0,1.0,102.0,73.0,160.0,240.0,11.0,22.0,123.0,16.0,15.0,47.0,154.0,67.0,39.0,4.76,8.13,16.45,2.0,7.0,11.0,348.0,260.0,260.0,10.0,4.81,7.29,6.91,27.24,27.24,25.07
NSH,2024,NSH,NSH,Team Level,5on4,48,0.88,0.87,0.86,12586.0,212.56,22.36,18.12,45.92,7.09,127.05,68.45,21.55,22.36,21.55,202.0,87.0,96.0,385.0,31.0,25.0,3.0,43.0,0.0,103.0,87.0,171.0,258.0,16.0,35.0,118.0,18.0,9.0,44.0,213.0,50.0,26.0,5.06,5.8,11.5,5.0,11.0,15.0,385.0,289.0,289.0,2.0,4.69,4.09,4.04,23.03,23.03,22.45,35.03,2.98,1.89,5.61,1.15,11.88,23.49,2.97,2.98,2.97,39.0,8.0,10.0,57.0,2.0,0.0,0.0,2.0,0.0,9.0,34.0,37.0,45.0,5.0,15.0,116.0,35.0,9.0,24.0,33.0,13.0,1.0,1.01,1.68,0.29,0.0,2.0,0.0,57.0,47.0,47.0,19.0,0.43,0.0,0.0,3.41,3.41,3.4
CBJ,2024,CBJ,CBJ,Team Level,other,50,0.51,0.46,0.47,6535.0,93.74,20.75,6.08,18.34,3.16,47.98,32.68,19.17,20.75,19.17,96.0,33.0,39.0,168.0,17.0,8.0,0.0,15.0,1.0,45.0,43.0,79.0,112.0,4.0,8.0,78.0,16.0,11.0,22.0,70.0,29.0,30.0,2.8,3.81,14.14,4.0,2.0,11.0,168.0,129.0,129.0,11.0,1.75,2.37,2.37,20.13,20.13,18.8,102.99,20.09,7.33,19.34,3.52,58.36,35.36,18.38,20.09,18.38,97.0,47.0,54.0,198.0,26.0,6.0,4.0,15.0,2.0,57.0,38.0,71.0,118.0,1.0,0.0,98.0,17.0,18.0,24.0,78.0,36.0,30.0,3.3,4.52,12.26,4.0,9.0,13.0,198.0,144.0,144.0,8.0,2.17,1.81,1.81,20.45,20.45,19.0
CBJ,2024,CBJ,CBJ,Team Level,all,50,0.48,0.48,0.49,182606.0,1526.56,145.1,99.82,374.51,51.95,808.22,610.4,137.41,145.73,138.03,1470.0,620.0,818.0,2908.0,165.0,163.0,20.0,321.0,6.0,632.0,803.0,1305.0,1925.0,170.0,387.0,1348.0,955.0,249.0,768.0,1571.0,345.0,174.0,42.12,43.18,59.79,61.0,61.0,43.0,2928.15,2090.0,2104.18,373.0,22.04,35.0,35.0,132.13,132.68,128.9,1599.09,159.86,108.65,384.17,53.86,871.84,618.63,152.64,160.14,152.85,1452.0,745.0,935.0,3132.0,167.0,180.0,21.0,261.0,8.0,680.0,901.0,1285.0,2030.0,149.0,348.0,1509.0,972.0,268.0,775.0,1581.0,441.0,175.0,45.88,56.1,57.87,58.0,63.0,46.0,3123.59,2197.0,2197.28,355.0,24.15,38.42,38.5,145.51,145.81,142.13
CBJ,2024,CBJ,CBJ,Team Level,5on5,50,0.47,0.48,0.49,151683.0,1218.16,100.23,76.12,312.02,41.56,645.21,492.85,95.11,100.87,95.74,1148.0,520.0,682.0,2350.0,115.0,134.0,18.0,265.0,5.0,496.0,653.0,1033.0,1553.0,149.0,345.0,1050.0,908.0,216.0,681.0,1292.0,264.0,112.0,33.88,33.05,33.3,51.0,47.0,17.0,2370.15,1668.0,1682.18,340.0,15.79,29.39,29.39,86.64,87.19,85.32,1287.08,115.32,83.58,321.52,43.44,694.44,509.69,110.55,115.6,110.76,1141.0,627.0,796.0,2564.0,107.0,159.0,15.0,216.0,5.0,528.0,753.0,1034.0,1661.0,138.0,328.0,1193.0,920.0,229.0,678.0,1313.0,339.0,116.0,37.61,43.13,34.57,47.0,43.0,17.0,2555.58,1768.0,1768.28,316.0,17.34,33.25,33.32,99.35,99.65,97.88
CBJ,2024,CBJ,CBJ,Team Level,4on5,50,0.17,0.17,0.2,12692.0,47.37,4.29,2.2,7.47,1.57,15.21,33.27,4.2,4.29,4.2,54.0,10.0,5.0,69.0,6.0,2.0,0.0,7.0,0.0,6.0,43.0,48.0,58.0,3.0,6.0,109.0,15.0,17.0,22.0,49.0,8.0,7.0,1.26,1.05,1.98,0.0,3.0,3.0,69.0,64.0,64.0,20.0,0.52,0.34,0.34,4.46,4.46,4.39,183.06,21.6,16.36,39.81,6.12,110.91,56.19,20.9,21.6,20.9,185.0,66.0,81.0,332.0,31.0,14.0,2.0,30.0,1.0,90.0,85.0,154.0,220.0,8.0,16.0,115.0,12.0,9.0,40.0,169.0,56.0,26.0,4.35,7.04,10.21,5.0,10.0,16.0,332.0,251.0,251.0,6.0,4.31,3.07,3.07,22.85,22.85,22.4
CBJ,2024,CBJ,CBJ,Team Level,5on4,50,0.87,0.89,0.87,11696.0,167.28,19.81,15.43,36.68,5.66,99.82,51.6,18.92,19.81,18.92,172.0,57.0,92.0,321.0,27.0,19.0,2.0,34.0,0.0,85.0,64.0,145.0,202.0,14.0,28.0,111.0,16.0,5.0,43.0,160.0,44.0,25.0,4.18,5.27,10.36,6.0,9.0,12.0,321.0,229.0,229.0,2.0,4.0,2.9,2.9,20.9,20.9,20.39,25.96,2.84,1.38,3.49,0.78,8.13,17.38,2.81,2.84,2.81,29.0,5.0,4.0,38.0,3.0,1.0,0.0,0.0,0.0,5.0,25.0,26.0,31.0,2.0,4.0,103.0,23.0,12.0,33.0,21.0,10.0,3.0,0.62,1.42,0.81,2.0,1.0,0.0,38.0,34.0,34.0,25.0,0.32,0.3,0.3,2.86,2.86,2.85
TBL,2024,TBL,TBL,Team Level,other,48,0.52,0.55,0.53,6186.0,88.93,22.03,6.94,15.08,2.84,48.6,23.5,21.13,22.03,21.13,87.0,32.0,58.0,177.0,24.0,4.0,0.0,18.0,0.0,42.0,31.0,63.0,95.0,3.0,6.0,67.0,12.0,4.0,21.0,57.0,33.0,29.0,2.14,4.2,15.7,3.0,4.0,17.0,177.0,119.0,119.0,7.0,2.11,0.94,0.94,23.2,23.2,22.18,75.15,20.54,5.1,12.81,2.62,38.18,25.76,19.06,20.54,19.06,65.0,40.0,39.0,144.0,18.0,4.0,0.0,8.0,2.0,38.0,35.0,47.0,87.0,2.0,4.0,76.0,20.0,6.0,21.0,48.0,24.0,33.0,1.91,3.26,15.37,2.0,3.0,13.0,144.0,105.0,105.0,7.0,1.45,1.25,1.25,20.74,20.74,19.68
TBL,2024,TBL,TBL,Team Level,all,48,0.53,0.51,0.51,174244.0,1497.86,155.33,104.68,351.69,49.29,802.6,578.42,149.57,156.88,151.02,1392.0,650.0,811.0,2853.0,170.0,132.0,17.0,309.0,2.0,639.0,790.0,1222.0,1872.0,158.0,359.0,1415.0,854.0,207.0,705.0,1476.0,396.0,170.0,42.18,50.31,62.83,59.0,56.0,55.0,2894.24,2042.0,2061.79,306.0,23.47,28.5,28.5,150.3,151.66,148.41,1449.83,139.28,98.12,357.43,48.95,780.4,567.82,132.49,138.21,131.52,1365.0,627.0,765.0,2757.0,135.0,136.0,11.0,299.0,5.0,603.0,814.0,1230.0,1857.0,169.0,381.0,1391.0,1153.0,222.0,718.0,1488.0,354.0,150.0,42.47,43.41,53.41,57.0,46.0,32.0,2720.89,1992.0,1977.91,344.0,21.69,26.66,26.66,134.31,133.51,129.76
TBL,2024,TBL,TBL,Team Level,5on5,48,0.52,0.5,0.5,142797.0,1182.62,100.54,77.69,293.48,39.08,635.38,473.84,96.78,102.09,98.23,1081.0,539.0,647.0,2267.0,104.0,103.0,11.0,253.0,2.0,503.0,655.0,977.0,1516.0,142.0,327.0,1116.0,805.0,187.0,619.0,1221.0,301.0,98.0,35.0,38.29,27.25,49.0,41.0,14.0,2308.24,1620.0,1639.79,279.0,16.16,21.14,21.14,95.57,96.92,95.38,1169.36,94.52,74.41,300.86,39.22,630.65,468.34,90.74,93.45,89.77,1102.0,506.0,625.0,2233.0,90.0,105.0,6.0,260.0,2.0,484.0,667.0,1012.0,1518.0,151.0,342.0,1108.0,1086.0,200.0,639.0,1241.0,279.0,88.0,35.13,33.66,25.73,48.0,34.0,8.0,2196.88,1608.0,1593.91,316.0,15.45,21.22,21.22,88.75,87.96,86.44
TBL,2024,TBL,TBL,Team Level,4on5,48,0.15,0.15,0.18,12607.0,38.89,3.86,2.29,5.3,1.26,11.95,26.33,3.8,3.86,3.8,44.0,7.0,10.0,61.0,7.0,4.0,1.0,6.0,0.0,7.0,27.0,37.0,44.0,4.0,8.0,121.0,30.0,10.0,26.0,33.0,14.0,4.0,1.04,1.74,1.08,3.0,3.0,1.0,61.0,51.0,51.0,17.0,0.52,0.66,0.66,3.73,3.73,3.7,176.29,21.83,17.04,39.32,6.13,101.41,53.26,20.32,21.83,20.32,163.0,76.0,96.0,335.0,21.0,26.0,4.0,29.0,1.0,79.0,83.0,142.0,218.0,10.0,23.0,103.0,15.0,8.0,41.0,168.0,42.0,29.0,4.35,5.18,12.3,4.0,6.0,11.0,335.0,239.0,239.0,4.0,4.42,4.12,4.12,22.13,22.13,20.97
TBL,2024,TBL,TBL,Team Level,5on4,48,0.92,0.89,0.86,12654.0,187.42,28.88,17.76,37.82,6.1,106.67,54.75,27.86,28.88,27.86,180.0,72.0,96.0,348.0,35.0,21.0,5.0,32.0,0.0,87.0,77.0,145.0,217.0,9.0,18.0,111.0,7.0,6.0,39.0,165.0,48.0,39.0,4.0,6.08,18.8,4.0,8.0,23.0,348.0,252.0,252.0,3.0,4.68,5.76,5.76,27.81,27.81,27.15,29.03,2.39,1.57,4.43,0.97,10.17,20.46,2.37,2.39,2.37,35.0,5.0,5.0,45.0,6.0,1.0,1.0,2.0,0.0,2.0,29.0,29.0,34.0,6.0,12.0,104.0,32.0,8.0,17.0,31.0,9.0,0.0,1.08,1.31,0.0,3.0,3.0,0.0,45.0,40.0,40.0,17.0,0.36,0.07,0.07,2.69,2.69,2.67
LAK,2024,LAK,LAK,Team Level,other,47,0.53,0.46,0.43,6769.0,64.94,19.34,4.32,11.14,2.06,33.44,20.7,18.35,19.34,18.35,59.0,32.0,44.0,135.0,21.0,3.0,1.0,6.0,0.0,36.0,25.0,38.0,70.0,3.0,4.0,59.0,15.0,12.0,17.0,45.0,18.0,28.0,1.94,2.23,15.16,2.0,1.0,18.0,135.0,91.0,91.0,10.0,1.23,0.91,0.91,19.66,19.66,18.68,87.91,17.45,6.47,16.53,2.99,47.7,28.86,16.69,17.45,16.69,82.0,38.0,40.0,160.0,23.0,12.0,2.0,12.0,1.0,36.0,36.0,59.0,97.0,0.0,0.0,69.0,20.0,12.0,11.0,64.0,34.0,22.0,2.37,4.09,10.99,4.0,9.0,10.0,160.0,120.0,120.0,1.0,1.87,2.51,2.51,16.82,16.82,16.27
LAK,2024,LAK,LAK,Team Level,all,47,0.53,0.52,0.53,170408.0,1462.25,140.41,98.24,360.03,49.64,782.66,574.01,133.62,142.44,135.56,1283.0,722.0,808.0,2813.0,135.0,161.0,23.0,256.0,6.0,667.0,780.0,1148.0,1870.0,162.0,367.0,1325.0,1009.0,235.0,626.0,1495.0,340.0,170.0,40.76,42.47,57.19,49.0,35.0,51.0,2850.71,2005.0,2032.22,290.0,21.66,33.21,33.35,128.72,130.47,127.58,1304.03,123.06,87.25,316.24,44.02,708.61,510.82,118.53,122.46,117.92,1177.0,613.0,764.0,2554.0,118.0,122.0,19.0,214.0,5.0,559.0,772.0,1059.0,1672.0,139.0,318.0,1261.0,1065.0,233.0,618.0,1334.0,334.0,122.0,37.76,42.42,42.89,46.0,40.0,32.0,2530.61,1790.0,1778.15,282.0,19.53,25.0,25.06,117.53,116.85,114.51
LAK,2024,LAK,LAK,Team Level,5on5,47,0.56,0.53,0.54,139496.0,1202.69,102.56,77.53,306.14,40.95,642.28,480.52,98.18,104.59,100.12,1047.0,603.0,672.0,2322.0,97.0,133.0,22.0,221.0,5.0,536.0,658.0,950.0,1553.0,146.0,339.0,1047.0,957.0,196.0,538.0,1249.0,285.0,116.0,34.19,35.72,32.65,43.0,29.0,25.0,2359.71,1650.0,1677.22,254.0,16.1,28.38,28.82,89.85,91.6,90.28,1018.49,79.59,64.04,258.39,34.48,554.26,415.24,77.14,78.98,76.53,917.0,489.0,644.0,2050.0,72.0,88.0,12.0,175.0,4.0,437.0,630.0,845.0,1334.0,125.0,288.0,997.0,1015.0,194.0,552.0,1099.0,242.0,65.0,29.43,30.92,19.24,35.0,26.0,11.0,2026.6,1406.0,1394.15,257.0,13.23,16.93,16.99,75.83,75.16,74.28
LAK,2024,LAK,LAK,Team Level,4on5,47,0.14,0.15,0.16,13164.0,34.3,3.88,1.86,5.43,1.15,10.53,22.15,3.66,3.88,3.66,33.0,12.0,7.0,52.0,1.0,5.0,0.0,2.0,1.0,6.0,30.0,32.0,44.0,4.0,8.0,106.0,29.0,14.0,30.0,28.0,11.0,6.0,0.67,1.41,1.81,1.0,0.0,0.0,52.0,45.0,45.0,22.0,0.43,0.82,0.82,3.49,3.49,3.46,173.01,23.57,15.57,38.09,5.79,98.76,49.22,22.31,23.57,22.31,153.0,78.0,71.0,302.0,21.0,19.0,4.0,26.0,0.0,81.0,84.0,132.0,210.0,9.0,18.0,124.0,7.0,11.0,32.0,151.0,47.0,33.0,5.41,6.01,12.15,6.0,5.0,10.0,302.0,231.0,231.0,5.0,4.16,5.05,5.05,22.68,22.68,21.77
LAK,2024,LAK,LAK,Team Level,5on4,47,0.86,0.88,0.87,10979.0,160.31,14.63,14.53,37.31,5.49,96.41,50.63,13.45,14.63,13.45,144.0,75.0,85.0,304.0,16.0,20.0,0.0,27.0,0.0,89.0,67.0,128.0,203.0,9.0,16.0,113.0,8.0,13.0,41.0,173.0,26.0,20.0,3.96,3.1,7.56,3.0,5.0,8.0,304.0,219.0,219.0,4.0,3.9,3.1,2.8,15.72,15.72,15.15,24.61,2.45,1.18,3.24,0.75,7.88,17.5,2.39,2.45,2.39,25.0,8.0,9.0,42.0,2.0,3.0,1.0,1.0,0.0,5.0,22.0,23.0,31.0,5.0,12.0,71.0,23.0,16.0,23.0,20.0,11.0,2.0,0.55,1.39,0.51,1.0,0.0,1.0,42.0,33.0,33.0,19.0,0.27,0.52,0.52,2.2,2.2,2.19
